constituency_code,candidate,party,constituency,state,votes
S0320,RAJAT KANTI SAHA,Indian National Congress,BIJNI,ASSAM,9456
S0346,SUREN DAIMARI,Indian National Congress,UDALGURI,ASSAM,9429
S0325,DR. TARA PRASAD DAS,Asom Gana Parishad,PAKABETBARI,ASSAM,9246
S035,AYUB HUSSAIN MONDAL,United Peoples Party Liberal,PARBATJHORA,ASSAM,8920
S0366,ABUL MAJAN,Jharkhand Mukti Morcha,BARCHALLA,ASSAM,8558
S0390,PETER MINJ,Jharkhand Mukti Morcha,DULIAJAN,ASSAM,8389
S0345,ANCHULA GWRA DAIMARY,Indian National Congress,BHERGAON,ASSAM,8267
S0342,RAMESH CHANDRA DAS,Gana Suraksha Party,BAKSA,ASSAM,8118
S039,MADHABI DAS,Bharatiya Janata Party,BIRSING JARUA,ASSAM,8083
S0314,HAFIZ BASHIR AHMED,All India United Democratic Front,GOALPARA EAST,ASSAM,7838
S0341,MD. BILAL AHMED,All India United Democratic Front,MANAS,ASSAM,7560
S0392,SANJOY BAGH,Jharkhand Mukti Morcha,NAHARKATIA,ASSAM,7560
S0328,GANSENG B. SANGMA,National Peoples Party,BOKO-CHAYGAON,ASSAM,7092
S033,MANIK CHANDRA BRAHMA,Indian National Congress,KOKRAJHAR,ASSAM,7011
S0359,MAZIBUR RAHMAN,All India United Democratic Front,BARHAMPUR,ASSAM,6522
S0320,DIMBESWAR BORO,Independent,BIJNI,ASSAM,6338
S0359,NAZRUL ISLAM,Independent,BARHAMPUR,ASSAM,6176
S0323,SADDAM HUSSAIN,Asom Gana Parishad,CHENGA,ASSAM,5879
S0334,KABERI DAS TERAN,Independent,DIMORIA,ASSAM,5853
S0342,HITESH BASUMATARY,Independent,BAKSA,ASSAM,5794
S0367,PALLABI SAIKIA,Independent,TEZPUR,ASSAM,5698
S035,ABU TAHER BEPARI,All India United Democratic Front,PARBATJHORA,ASSAM,5641
S0364,JASHADA DULAL RAKSHIT,Independent,LUMDING,ASSAM,5444
S0324,NOTA,None of the Above,BARPETA,ASSAM,5195
S0386,JHONY KIRON NAYAK,Independent,TINSUKIA,ASSAM,5120
S0365,ANSUMA BASUMATARY,Independent,DHEKIAJULI,ASSAM,4983
S0382,NOTA,None of the Above,DOOMDOOMA,ASSAM,4864
S034,RAAJKAR BECK,Gondvana Gantantra Party,BAOKHUNGRI,ASSAM,4393
S0389,BIJU DOWARAH,Independent,KHOWANG,ASSAM,4361
S0310,SABANA AKTAR,All India United Democratic Front,BILASIPARA,ASSAM,4350
S0388,NOTA,None of the Above,DIBRUGARH,ASSAM,4284
S03110,RAJEN TIMUNG S/O LT. KANGBURA TIMUNG,Independent,DIPHU,ASSAM,4072
S0348,PHULAN KACHARI,Voters Party International,TANGLA,ASSAM,3873
S0387,NOTA,None of the Above,CHABUA-LAHOWAL,ASSAM,3820
S0399,NOTA,None of the Above,TEOK,ASSAM,3777
S032,FUNGKHA BRAHMA,Independent,DOTMA,ASSAM,3740
S03117,AMALENDU DAS,Independent,BORKHOLA,ASSAM,3713
S0324,UDDHAB CHANDRA DAS,Independent,BARPETA,ASSAM,3670
S0326,KALYANI KALITA,All India Trinamool Congress,BAJALI,ASSAM,3617
S0335,NOTA,None of the Above,NEW GUWAHATI,ASSAM,3574
S0326,NOTA,None of the Above,BAJALI,ASSAM,3566
S0378,SRI NARENDRA KUMAR PAW,All India Trinamool Congress,DHEMAJI,ASSAM,3550
S0331,NOTA,None of the Above,RANGIA,ASSAM,3539
S0342,RAMCHANDRA DAS,Independent,BAKSA,ASSAM,3469
S0337,NOTA,None of the Above,JALUKBARI,ASSAM,3440
S0319,NOTA,None of the Above,SIDLI CHIRANG,ASSAM,3402
S0371,NOTA,None of the Above,BEHALI,ASSAM,3397
S03122,NIJAM UDDIN CHOUDHURY,Independent,ALGAPUR-KATLICHERRA,ASSAM,3391
S0351,NOTA,None of the Above,DALGAON,ASSAM,3327
S0334,NOTA,None of the Above,DIMORIA,ASSAM,3306
S0383,NOTA,None of the Above,MARGHERITA,ASSAM,3290
S0321,FARHAD ALI,All India United Democratic Front,BHOWANIPUR-SORBHOG,ASSAM,3253
S0372,NITYANANDA BASUMATARY,United Peoples Party Liberal,GOHPUR,ASSAM,3204
S03110,BIRESH DIFOESA,Aam Aadmi Party,DIPHU,ASSAM,3187
S0355,HIRAK JYOTI BORA,Republican Party of India (Athawale),DHING,ASSAM,3185
S0359,RANUMAI TERONPI,Aam Aadmi Party,BARHAMPUR,ASSAM,3158
S0329,JAYANTA MAHANTA,Independent,PALASBARI,ASSAM,3111
S0355,ZAKIR ISLAM,Revolutionary Communist Party of India (Rasik Bhatt),DHING,ASSAM,3088
S0348,BISHWADUTTA TATI,Gondvana Gantantra Party,TANGLA,ASSAM,3087
S0385,NOTA,None of the Above,MAKUM,ASSAM,3047
S03118,NOTA,None of the Above,SILCHAR,ASSAM,3002
S0320,MUSUKHA BASUMATARY,All India United Democratic Front,BIJNI,ASSAM,2987
S0333,NOTA,None of the Above,DISPUR,ASSAM,2941
S0342,NOTA,None of the Above,BAKSA,ASSAM,2937
S03110,NOTA,None of the Above,DIPHU,ASSAM,2928
S0352,NOTA,None of the Above,JAGIROAD,ASSAM,2926
S0394,NOTA,None of the Above,MAHMORA,ASSAM,2915
S03104,PULIN GOGOI,Aam Aadmi Party,DERGAON,ASSAM,2902
S03105,BIBEKANANDA RAJOWAR,Gondvana Gantantra Party,BOKAKHAT,ASSAM,2882
S03105,NOTA,None of the Above,BOKAKHAT,ASSAM,2818
S0343,NOTA,None of the Above,TAMULPUR,ASSAM,2813
S0369,NOTA,None of the Above,NADUAR,ASSAM,2812
S0320,NASHIR UDDIN KHAN,Independent,BIJNI,ASSAM,2780
S0330,ROJY AHMED,All India Trinamool Congress,HAJO-SUALKUCHI,ASSAM,2768
S0359,NOTA,None of the Above,BARHAMPUR,ASSAM,2745
S0343,NABAJIT SARANIA,Gana Suraksha Party,TAMULPUR,ASSAM,2731
S0367,NOTA,None of the Above,TEZPUR,ASSAM,2704
S0319,BANIMA BRAHMA,Voters Party International,SIDLI CHIRANG,ASSAM,2697
S0384,NOTA,None of the Above,DIGBOI,ASSAM,2697
S0397,KANAK GOGOI,Communist Party of India,NAZIRA,ASSAM,2691
S0363,NOTA,None of the Above,HOJAI,ASSAM,2684
S0381,NOTA,None of the Above,SADIYA,ASSAM,2645
S0339,NOTA,None of the Above,NALBARI,ASSAM,2644
S0390,NOTA,None of the Above,DULIAJAN,ASSAM,2610
S0348,NOTA,None of the Above,TANGLA,ASSAM,2603
S0361,MUKUT DAS,All India United Democratic Front,RAHA,ASSAM,2595
S0346,NOTA,None of the Above,UDALGURI,ASSAM,2588
S03104,NOTA,None of the Above,DERGAON,ASSAM,2583
S0346,UNIKE BASUMATARY,Voters Party International,UDALGURI,ASSAM,2583
S0395,AJOY BORA,Communist Party of India,DEMOW,ASSAM,2575
S034,UDANGSRI NARZARY,All India Trinamool Congress,BAOKHUNGRI,ASSAM,2565
S03114,NOTA,None of the Above,LAKHIPUR,ASSAM,2561
S0344,YASWANTA CHAUHAN,Independent,GORESWAR,ASSAM,2557
S0337,DIPIKA DAS,Independent,JALUKBARI,ASSAM,2546
S03124,SHIHAB UDDIN,All India United Democratic Front,KARIMGANJ SOUTH,ASSAM,2543
S0347,NOTA,None of the Above,MAZBAT,ASSAM,2515
S0379,PRANJAL BORAH,Independent,SISSIBARGAON,ASSAM,2512
S03102,NOTA,None of the Above,TITABOR,ASSAM,2489
S036,JAMSHER TALUKDAR,All India United Democratic Front,GOLAKGANJ,ASSAM,2485
S0364,NOTA,None of the Above,LUMDING,ASSAM,2470
S0384,JITEN NAG,All India Trinamool Congress,DIGBOI,ASSAM,2441
S0386,NOTA,None of the Above,TINSUKIA,ASSAM,2407
S0318,NOTA,None of the Above,BONGAIGAON,ASSAM,2398
S0380,NOTA,None of the Above,JONAI,ASSAM,2397
S0349,NOTA,None of the Above,SIPAJHAR,ASSAM,2396
S0330,NOTA,None of the Above,HAJO-SUALKUCHI,ASSAM,2390
S03107,NOTA,None of the Above,SARUPATHAR,ASSAM,2386
S037,SHEIKH MONSHUR RAHMAN,Communist Party of India,GAURIPUR,ASSAM,2352
S03109,NOTA,None of the Above,HOWRAGHAT,ASSAM,2322
S0329,ELVIN BARUAH,Aam Aadmi Party,PALASBARI,ASSAM,2317
S0386,LALAN SAHANI,Independent,TINSUKIA,ASSAM,2313
S0391,NOTA,None of the Above,TINGKHONG,ASSAM,2295
S0365,NOTA,None of the Above,DHEKIAJULI,ASSAM,2292
S03115,TAPAS DAS,All India Trinamool Congress,UDHARBOND,ASSAM,2291
S03119,SHAHAJAHAN LASKAR,All India Trinamool Congress,SONAI,ASSAM,2280
S0344,RAJAN CHAUHAN,All India Trinamool Congress,GORESWAR,ASSAM,2278
S03103,RUBUL BORAH,Independent,GOLAGHAT,ASSAM,2277
S0362,MOHAMMED KABIR AHMED,Independent,BINNAKANDI,ASSAM,2264
S0387,INUS KUMAR KANDAPAN,All India Trinamool Congress,CHABUA-LAHOWAL,ASSAM,2259
S0329,JATIN MALI,Independent,PALASBARI,ASSAM,2250
S03103,NOTA,None of the Above,GOLAGHAT,ASSAM,2243
S039,NOTA,None of the Above,BIRSING JARUA,ASSAM,2225
S0321,NOTA,None of the Above,BHOWANIPUR-SORBHOG,ASSAM,2225
S0379,RANJIT KUMAR ROY,Independent,SISSIBARGAON,ASSAM,2209
S0385,DILIP MORAN,All India Trinamool Congress,MAKUM,ASSAM,2186
S0329,NOTA,None of the Above,PALASBARI,ASSAM,2173
S0354,CHENIRAM KONWAR,Republican Party of India (Athawale),MORIGAON,ASSAM,2171
S0320,NOTA,None of the Above,BIJNI,ASSAM,2150
S0340,NOTA,None of the Above,TIHU,ASSAM,2147
S03106,NOTA,None of the Above,KHUMTAI,ASSAM,2146
S0314,INDIRA MEDHI,Independent,GOALPARA EAST,ASSAM,2142
S0310,SHEIKH HEDAYETULLAH,Independent,BILASIPARA,ASSAM,2134
S0393,NOTA,None of the Above,SONARI,ASSAM,2126
S0392,NOTA,None of the Above,NAHARKATIA,ASSAM,2121
S0329,BIKASH NATH,All India Trinamool Congress,PALASBARI,ASSAM,2081
S0360,NOTA,None of the Above,NAGAON-BATADRABA,ASSAM,2061
S0357,NOTA,None of the Above,KALIABOR,ASSAM,2040
S03123,CHOUDHURY HIBBUR RASUL USAMA MABRUR,All India United Democratic Front,KARIMGANJ NORTH,ASSAM,2038
S0341,NOTA,None of the Above,MANAS,ASSAM,2034
S0354,NOTA,None of the Above,MORIGAON,ASSAM,2027
S0330,RAJU PATOWARY,Independent,HAJO-SUALKUCHI,ASSAM,2025
S0362,NOTA,None of the Above,BINNAKANDI,ASSAM,2023
S0344,NOTA,None of the Above,GORESWAR,ASSAM,2022
S0381,ABRAHAM TIRKEY,Independent,SADIYA,ASSAM,2006
S0389,NOTA,None of the Above,KHOWANG,ASSAM,2003
S0338,NOTA,None of the Above,BARKHETRI,ASSAM,2001
S0371,PABAN PRAN RABIDAS,Gana Suraksha Party,BEHALI,ASSAM,1999
S0316,NOTA,None of the Above,ABHAYAPURI,ASSAM,1995
S03116,MD. FAZLUR RAHMAN LASKAR,All India Trinamool Congress,KATIGORAH,ASSAM,1989
S03120,NOTA,None of the Above,DHOLAI,ASSAM,1972
S0350,AZIZUR RAHMAN,All India United Democratic Front,MANGALDAI,ASSAM,1961
S0361,NOTA,None of the Above,RAHA,ASSAM,1958
S0365,RANJOY BASUMATARY,Voters Party International,DHEKIAJULI,ASSAM,1957
S03122,HAYDAR HUSSAIN LASKAR,Independent,ALGAPUR-KATLICHERRA,ASSAM,1954
S03109,RAJEN TIMUNG,Independent,HOWRAGHAT,ASSAM,1943
S0336,ANURUPA DEKARAJA,Aam Aadmi Party,GUWAHATI CENTRAL,ASSAM,1939
S0345,NOTA,None of the Above,BHERGAON,ASSAM,1921
S0336,NOTA,None of the Above,GUWAHATI CENTRAL,ASSAM,1892
S03108,NOTA,None of the Above,BOKAJAN,ASSAM,1886
S03102,PALLAV SAIKIA,Aam Aadmi Party,TITABOR,ASSAM,1876
S0372,NOTA,None of the Above,GOHPUR,ASSAM,1873
S0334,NITUL DAS,Independent,DIMORIA,ASSAM,1865
S033,NOTA,None of the Above,KOKRAJHAR,ASSAM,1859
S0341,NIKUNJA DAS,Independent,MANAS,ASSAM,1855
S0323,NOTA,None of the Above,CHENGA,ASSAM,1855
S0370,NOTA,None of the Above,BISWANATH,ASSAM,1855
S0350,NOTA,None of the Above,MANGALDAI,ASSAM,1853
S0368,NOTA,None of the Above,RANGAPARA,ASSAM,1853
S0366,NOTA,None of the Above,BARCHALLA,ASSAM,1845
S037,NOTA,None of the Above,GAURIPUR,ASSAM,1845
S0312,SAHAB UDDIN AHMED,Independent,JALESHWAR,ASSAM,1839
S03115,NOTA,None of the Above,UDHARBOND,ASSAM,1837
S0385,LAKHAY JOTI RAJKHOWA,Independent,MAKUM,ASSAM,1836
S03106,ASHIS HAZARIKA,Aam Aadmi Party,KHUMTAI,ASSAM,1833
S03112,NOTA,None of the Above,AMRI,ASSAM,1829
S0335,ADITYA GOGOI,Aam Aadmi Party,NEW GUWAHATI,ASSAM,1791
S0342,RAJKUMAR BARO,Voters Party International,BAKSA,ASSAM,1790
S0312,ARIF AKHTAR AHMED,All India Trinamool Congress,JALESHWAR,ASSAM,1776
S0389,DR. PRABHAKAR DAS,Independent,KHOWANG,ASSAM,1761
S0315,MANORANJAN BASUMATARI,Voters Party International,DUDHNAI,ASSAM,1757
S0321,FARUQUE ABDULLAH AHMED,Independent,BHOWANIPUR-SORBHOG,ASSAM,1741
S0364,UJJAL DEB,Bharatiya Gana Parishad,LUMDING,ASSAM,1740
S0397,NOTA,None of the Above,NAZIRA,ASSAM,1735
S0361,BARUN BIKASH DAS,Aam Aadmi Party,RAHA,ASSAM,1729
S0396,NOTA,None of the Above,SIBSAGAR,ASSAM,1719
S0395,NOTA,None of the Above,DEMOW,ASSAM,1717
S0366,BABURAM BASUMATARY,United Peoples Party Liberal,BARCHALLA,ASSAM,1714
S0355,CHITA RANJAN NATH,Independent,DHING,ASSAM,1711
S03121,NOTA,None of the Above,HAILAKANDI,ASSAM,1708
S0368,GIRINDRA KUMAR BHUYAN,Independent,RANGAPARA,ASSAM,1701
S0353,HARESHA KHANAM,Independent,LAHARIGHAT,ASSAM,1699
S0335,KUSHAL KUMAR SARMAH,Independent,NEW GUWAHATI,ASSAM,1680
S0355,NOTA,None of the Above,DHING,ASSAM,1680
S0353,NOTA,None of the Above,LAHARIGHAT,ASSAM,1679
S0378,SRI BABUL SONOWAL,Independent,DHEMAJI,ASSAM,1675
S034,NOTA,None of the Above,BAOKHUNGRI,ASSAM,1668
S0343,HARESWAR SWARGIARY,Independent,TAMULPUR,ASSAM,1667
S0384,LAKHESWAR MORAN,Independent,DIGBOI,ASSAM,1666
S0328,NOTA,None of the Above,BOKO-CHAYGAON,ASSAM,1652
S03124,NOTA,None of the Above,KARIMGANJ SOUTH,ASSAM,1631
S0334,BHASKAR JYOTI PATHAK,Independent,DIMORIA,ASSAM,1593
S0315,NOTA,None of the Above,DUDHNAI,ASSAM,1591
S0341,NABA KUMAR SARANIA,Gana Suraksha Party,MANAS,ASSAM,1591
S0314,NOTA,None of the Above,GOALPARA EAST,ASSAM,1578
S0322,SALIM KHAN,Independent,MANDIA,ASSAM,1575
S03101,NOTA,None of the Above,MARIANI,ASSAM,1574
S0357,JYOTISKA RANJAN GOSWAMI,Independent,KALIABOR,ASSAM,1562
S03119,NOTA,None of the Above,SONAI,ASSAM,1562
S0343,MAHESWAR RABHA,Voters Party International,TAMULPUR,ASSAM,1554
S0362,FORIJ UDDIN,Independent,BINNAKANDI,ASSAM,1543
S03122,NOTA,None of the Above,ALGAPUR-KATLICHERRA,ASSAM,1542
S0376,NOTA,None of the Above,LAKHIMPUR,ASSAM,1533
S0347,ASHOK GAYARI,Voters Party International,MAZBAT,ASSAM,1533
S03108,RAJU RONGPI,Independent,BOKAJAN,ASSAM,1521
S0362,SHAMSUL HAQUE LASKAR,Independent,BINNAKANDI,ASSAM,1514
S034,PRITHVIRAJ NARAYAN DEV MECH,Independent,BAOKHUNGRI,ASSAM,1510
S0393,RAJU KARUWA,Independent,SONARI,ASSAM,1510
S03108,RENUKA TIMUNGPI,Aam Aadmi Party,BOKAJAN,ASSAM,1500
S0316,KAUSHIK RANJAN DAS,All India Trinamool Congress,ABHAYAPURI,ASSAM,1497
S0343,BADAN CHANDRA SWARGIARY,Independent,TAMULPUR,ASSAM,1488
S0367,NAYAN MONI CHOUDHURY,Socialist Unity Centre Of India (COMMUNIST),TEZPUR,ASSAM,1485
S0345,DIPAK RAJBONGSHI,Gana Suraksha Party,BHERGAON,ASSAM,1476
S0368,MAHENDRA ORANG,Voters Party International,RANGAPARA,ASSAM,1472
S0370,ANANTA GOGOI,Aam Aadmi Party,BISWANATH,ASSAM,1471
S0320,KANDARPA RAY,Independent,BIJNI,ASSAM,1469
S0341,LAKSHAN GOYARI,Independent,MANAS,ASSAM,1461
S0325,NOTA,None of the Above,PAKABETBARI,ASSAM,1454
S03117,NOTA,None of the Above,BORKHOLA,ASSAM,1447
S033,TONON DAIMARY,Voters Party International,KOKRAJHAR,ASSAM,1446
S0385,PADMA KANTA CHUTIA,Independent,MAKUM,ASSAM,1440
S0323,ABDUL RAHMAN,Independent,CHENGA,ASSAM,1440
S033,RANJOY KR. BRAHMA,Independent,KOKRAJHAR,ASSAM,1437
S0372,HEMANTA BIJOY MAHANTA,Independent,GOHPUR,ASSAM,1435
S0332,NOTA,None of the Above,KAMALPUR,ASSAM,1435
S0328,JAMUNA RABHA,Independent,BOKO-CHAYGAON,ASSAM,1432
S0311,SHAHIDUR ALAM,Socialist Unity Centre Of India (COMMUNIST),MANKACHAR,ASSAM,1428
S0338,AMIRUL ISLAM,All India Trinamool Congress,BARKHETRI,ASSAM,1418
S0322,FARUK KHAN,Independent,MANDIA,ASSAM,1418
S03109,RABI KUMAR PHANGCHO,Communist Party of India (Marxist-Leninist) (Liberation),HOWRAGHAT,ASSAM,1414
S0381,LALIT DEORI,Independent,SADIYA,ASSAM,1410
S03124,MD RIZWAN AHMED,Independent,KARIMGANJ SOUTH,ASSAM,1396
S038,NOTA,None of the Above,DHUBRI,ASSAM,1386
S039,AKBAR ALI MONDAL,The National Road Map Party of India,BIRSING JARUA,ASSAM,1384
S03113,NOTA,None of the Above,HAFLONG,ASSAM,1377
S035,NOTA,None of the Above,PARBATJHORA,ASSAM,1373
S0362,ABDUL HANNAN,Independent,BINNAKANDI,ASSAM,1369
S03117,JAHURUL ISLAM BARBHUIYA,Independent,BORKHOLA,ASSAM,1366
S0344,RAJAT CH. SWARGIARY,Voters Party International,GORESWAR,ASSAM,1356
S0345,BINOY KUMAR BASUMATARY,Voters Party International,BHERGAON,ASSAM,1353
S0381,DILIP BURA GOHAIN,Independent,SADIYA,ASSAM,1344
S0386,GOBINDA JOISHY,Independent,TINSUKIA,ASSAM,1336
S0327,NOTA,None of the Above,CHAMARIA,ASSAM,1336
S0327,DELOWARA HUSSAIN,Socialist Unity Centre Of India (COMMUNIST),CHAMARIA,ASSAM,1331
S0333,BALLAV PATRA,Aam Aadmi Party,DISPUR,ASSAM,1323
S03100,NOTA,None of the Above,JORHAT,ASSAM,1319
S0344,KABIN BARO,Socialist Unity Centre Of India (COMMUNIST),GORESWAR,ASSAM,1318
S03126,ANUP KUMAR DAS TALUKDAR,All India United Democratic Front,RAM KRISHNA NAGAR,ASSAM,1302
S0312,SAIFUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),JALESHWAR,ASSAM,1296
S03123,NOTA,None of the Above,KARIMGANJ NORTH,ASSAM,1292
S0312,NOTA,None of the Above,JALESHWAR,ASSAM,1286
S0374,NOTA,None of the Above,RONGONADI,ASSAM,1261
S0354,AMLESH MEDHI,Independent,MORIGAON,ASSAM,1248
S03126,NOTA,None of the Above,RAM KRISHNA NAGAR,ASSAM,1247
S0310,MOMINUR ISLAM,All India Trinamool Congress,BILASIPARA,ASSAM,1241
S034,SUJIT DAS,Independent,BAOKHUNGRI,ASSAM,1239
S03111,WILSON TERANG,Independent,RONGKHANG,ASSAM,1239
S03111,PRATIMA ENGHEEPI,Communist Party of India (Marxist-Leninist) (Liberation),RONGKHANG,ASSAM,1227
S0322,NOTA,None of the Above,MANDIA,ASSAM,1225
S037,AFZAL HOSSAIN,Independent,GAURIPUR,ASSAM,1222
S0348,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),TANGLA,ASSAM,1221
S03111,NOTA,None of the Above,RONGKHANG,ASSAM,1220
S0344,RABINDRA BISWAS,Independent,GORESWAR,ASSAM,1220
S033,LOBO NARZARY,Independent,KOKRAJHAR,ASSAM,1211
S0373,NOTA,None of the Above,BIHPURIA,ASSAM,1203
S0378,NOTA,None of the Above,DHEMAJI,ASSAM,1197
S0362,FAJLUL KARIM CHOWDHURY,Independent,BINNAKANDI,ASSAM,1197
S03116,NOTA,None of the Above,KATIGORAH,ASSAM,1194
S0386,ISRAIL NANDA,Republican Party of India (A),TINSUKIA,ASSAM,1191
S03101,BIJAY MANJANI,Independent,MARIANI,ASSAM,1188
S0341,KHANDAKAR ABDUL KADDUS,Independent,MANAS,ASSAM,1186
S0379,LANKESWAR DAS,Independent,SISSIBARGAON,ASSAM,1184
S0377,JUTIKA DOLEY,Socialist Unity Centre Of India (COMMUNIST),DHAKUAKHANA,ASSAM,1179
S03119,MINAR HUSSAIN MAZARBHUIYA,All India United Democratic Front,SONAI,ASSAM,1178
S0365,TARCIUS TOPNO,Independent,DHEKIAJULI,ASSAM,1178
S0328,BHOGLAL RABHA,All India Trinamool Congress,BOKO-CHAYGAON,ASSAM,1178
S0375,BIKROM DAS,Voters Party International,NOWBOICHA,ASSAM,1176
S0345,SUBRATA SHILL,Independent,BHERGAON,ASSAM,1164
S0310,NOTA,None of the Above,BILASIPARA,ASSAM,1163
S0356,NOTA,None of the Above,RUPAHIHAT,ASSAM,1160
S0375,ACHYUT DAS,Aam Aadmi Party,NOWBOICHA,ASSAM,1158
S0370,SAHIDUL ALAM,Gana Suraksha Party,BISWANATH,ASSAM,1153
S03122,IKBAL BAHAR MOZUMDER,Independent,ALGAPUR-KATLICHERRA,ASSAM,1153
S03110,RABINDRA RONGPI,Independent,DIPHU,ASSAM,1152
S0344,SUJAN PAUL,Independent,GORESWAR,ASSAM,1146
S032,NOTA,None of the Above,DOTMA,ASSAM,1138
S0317,NURUL AMIN KHAN,Vikas India Party,SRIJANGRAM,ASSAM,1138
S03105,HEMANTA DOLOI,Independent,BOKAKHAT,ASSAM,1130
S031,NOTA,None of the Above,GOSSAIGAON,ASSAM,1123
S036,NOTA,None of the Above,GOLAKGANJ,ASSAM,1120
S0335,CHINMOYEE BHUYAN BARDOLOI,Gana Suraksha Party,NEW GUWAHATI,ASSAM,1115
S0377,NOTA,None of the Above,DHAKUAKHANA,ASSAM,1111
S0378,SRI LALIT PEGU,Voters Party International,DHEMAJI,ASSAM,1091
S0356,AKIBUR RAHMAN,Independent,RUPAHIHAT,ASSAM,1087
S0349,MUN KUMAR DEKA,Socialist Unity Centre Of India (COMMUNIST),SIPAJHAR,ASSAM,1085
S0365,LADILAS INDWAR,Independent,DHEKIAJULI,ASSAM,1079
S03108,SAMUEL RONGPI EJANG,Independent,BOKAJAN,ASSAM,1076
S0360,BARNALI SARMA,Socialist Unity Centre Of India (COMMUNIST),NAGAON-BATADRABA,ASSAM,1073
S03106,BHOBESWAR DUSAD,Independent,KHUMTAI,ASSAM,1065
S0358,AYUB KHAN,Independent,SAMAGURI,ASSAM,1063
S0336,AVIJIT MAZUMDAR,All India Trinamool Congress,GUWAHATI CENTRAL,ASSAM,1061
S0311,NOTA,None of the Above,MANKACHAR,ASSAM,1050
S03115,DILIP KUMAR REE,Socialist Unity Centre Of India (COMMUNIST),UDHARBOND,ASSAM,1046
S03101,SIDDHARTHA BORA,Independent,MARIANI,ASSAM,1045
S0379,NOTA,None of the Above,SISSIBARGAON,ASSAM,1038
S0397,PANKAJ MAHANTA,Independent,NAZIRA,ASSAM,1028
S03110,RAJEN TIMUNG S/O LT. SARTHE TIMUNG,Independent,DIPHU,ASSAM,1026
S03120,GOUR CHANDRA DAS,Socialist Unity Centre Of India (COMMUNIST),DHOLAI,ASSAM,1020
S0398,BHAITY RICHONG,Socialist Unity Centre Of India (COMMUNIST),MAJULI,ASSAM,1019
S0345,SWARNALATA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),BHERGAON,ASSAM,1018
S0353,OMAR FARUQUE,Rashtriya Ulama Council,LAHARIGHAT,ASSAM,1014
S0318,SUBRATA SARKAR,Independent,BONGAIGAON,ASSAM,1012
S03125,NOTA,None of the Above,PATHARKANDI,ASSAM,1005
S0317,NOTA,None of the Above,SRIJANGRAM,ASSAM,1003
S03109,RABINDRA RONGPI,Independent,HOWRAGHAT,ASSAM,1000
S0314,DHANJEEP PRASAD RABHA,Independent,GOALPARA EAST,ASSAM,1000
S0339,KENEDI PEGU,Socialist Unity Centre Of India (COMMUNIST),NALBARI,ASSAM,995
S0358,NOTA,None of the Above,SAMAGURI,ASSAM,995
S0392,MOHENDRA DHADUMIA,Socialist Unity Centre Of India (COMMUNIST),NAHARKATIA,ASSAM,987
S03122,SUJAM UDDIN LASKAR S/O MANIR UDDIN LASKAR,Independent,ALGAPUR-KATLICHERRA,ASSAM,986
S0350,PRABIN KR. DEKA,Independent,MANGALDAI,ASSAM,979
S0328,MANOJ BASUMATARY,United Peoples Party Liberal,BOKO-CHAYGAON,ASSAM,978
S0316,JAHIDUL ISLAM,Vikas India Party,ABHAYAPURI,ASSAM,977
S0340,NARAYAN DUTTA BHUYAN,Independent,TIHU,ASSAM,977
S0328,LABANYA BORO,Independent,BOKO-CHAYGAON,ASSAM,976
S0327,MOHAMMAD SUMAIR LASKAR,Independent,CHAMARIA,ASSAM,973
S03112,WILSON TERANG,Independent,AMRI,ASSAM,972
S038,OMAR ALI SK.,Rashtriya Ulama Council,DHUBRI,ASSAM,970
S0318,RAJAN GUPTA,Independent,BONGAIGAON,ASSAM,964
S0313,DHANJEEP PRASAD RABHA,Independent,GOALPARA WEST,ASSAM,961
S0338,MUNINDRA DOLEY,Socialist Unity Centre Of India (COMMUNIST),BARKHETRI,ASSAM,959
S0398,NOTA,None of the Above,MAJULI,ASSAM,958
S0320,NABA KUMAR SARANIA,Gana Suraksha Party,BIJNI,ASSAM,958
S0375,NOTA,None of the Above,NOWBOICHA,ASSAM,957
S0314,AYUB ALI MOLLAH,Independent,GOALPARA EAST,ASSAM,956
S0339,MUKTAR HUSSAIN,Independent,NALBARI,ASSAM,954
S0325,SABBIR HUSSAIN PORAMANIK,Independent,PAKABETBARI,ASSAM,950
S0349,HARJYOTI BUDDHA,Independent,SIPAJHAR,ASSAM,946
S0330,SIDDHARTHA DAS,Independent,HAJO-SUALKUCHI,ASSAM,929
S0340,SRI PRAMOD CHANDRA BHAGABATI,Socialist Unity Centre Of India (COMMUNIST),TIHU,ASSAM,914
S0313,NOTA,None of the Above,GOALPARA WEST,ASSAM,913
S0350,HAREKRISHNA DEKA,All India Trinamool Congress,MANGALDAI,ASSAM,907
S03116,SANJU MUNDA,Independent,KATIGORAH,ASSAM,903
S03117,HIFZUR RAHMAN LASKAR,Independent,BORKHOLA,ASSAM,891
S0366,MAHENDRA ORANG,Voters Party International,BARCHALLA,ASSAM,885
S0386,BHAIRAW BHAGAT,Independent,TINSUKIA,ASSAM,866
S0322,SANTANU MUKHERJEE,Independent,MANDIA,ASSAM,864
S03123,SAMRAJ BANIK,Independent,KARIMGANJ NORTH,ASSAM,856
