constituency_code,candidate,party,constituency,state,votes
S0373,DR. DIGANTA GOGOI,Voters Party International,BIHPURIA,ASSAM,854
S03116,SANDIP DAS,Independent,KATIGORAH,ASSAM,844
S035,AJGAR ALI MONDAL,The National Road Map Party of India,PARBATJHORA,ASSAM,835
S0344,MD. JAMIRUDDIN AHMED,Independent,GORESWAR,ASSAM,832
S0362,PRAFULLA BAGLARI,Independent,BINNAKANDI,ASSAM,828
S0333,AYUSH KUMAR SINGH,Independent,DISPUR,ASSAM,817
S0318,PRANITA BARMAN,Socialist Unity Centre Of India (COMMUNIST),BONGAIGAON,ASSAM,817
S0376,HEMANTA BORUAH,Independent,LAKHIMPUR,ASSAM,809
S0396,BHABENDRA NATH MOHAN,Independent,SIBSAGAR,ASSAM,804
S0311,MD. MURAD HUSSAIN,Independent,MANKACHAR,ASSAM,797
S0350,AJIT ACHARJYA,Socialist Unity Centre Of India (COMMUNIST),MANGALDAI,ASSAM,796
S0320,MANARANJAN BARMAN,Independent,BIJNI,ASSAM,795
S03117,SOMPA DEY,Socialist Unity Centre Of India (COMMUNIST),BORKHOLA,ASSAM,795
S0320,NILANJANA CHAKRABORTY,Bharatiya Gana Parishad,BIJNI,ASSAM,785
S0376,NURUL ALI,Rashtriya Ulama Council,LAKHIMPUR,ASSAM,781
S0315,ROHIT KACHARI,Independent,DUDHNAI,ASSAM,781
S039,RAFIQUL ISLAM,Independent,BIRSING JARUA,ASSAM,775
S035,DILIP KUMAR BARMAN,Independent,PARBATJHORA,ASSAM,775
S03123,SAYED SAHAB UDDIN,Independent,KARIMGANJ NORTH,ASSAM,773
S0354,PRADIP BARUAH,Independent,MORIGAON,ASSAM,773
S035,RAJESH KUMAR BRAHMA,Rashtriya Ulama Council,PARBATJHORA,ASSAM,769
S0321,SHUKUR ALI,Independent,BHOWANIPUR-SORBHOG,ASSAM,758
S0344,MRINAL BISWAS,Independent,GORESWAR,ASSAM,754
S0325,HALIMA KHATUN,Socialist Unity Centre Of India (COMMUNIST),PAKABETBARI,ASSAM,752
S03124,BIPLAB DAS,Independent,KARIMGANJ SOUTH,ASSAM,737
S0379,HAREN CHANGMAI,Independent,SISSIBARGAON,ASSAM,735
S0314,JINNA AMIR HUSSAIN,Aam Aadmi Party,GOALPARA EAST,ASSAM,735
S035,MIR HUSSAIN SARKAR,Independent,PARBATJHORA,ASSAM,730
S03124,RUHAN DUTTA,Independent,KARIMGANJ SOUTH,ASSAM,723
S0332,SISIR KUMAR KAKATI,Socialist Unity Centre Of India (COMMUNIST),KAMALPUR,ASSAM,721
S0396,TAPAN GOGOI,Aam Aadmi Party,SIBSAGAR,ASSAM,721
S032,RANANJAY NARZARY,Independent,DOTMA,ASSAM,719
S0366,MANOJ BORAH,Independent,BARCHALLA,ASSAM,719
S0386,CHINTU BARUAH,Independent,TINSUKIA,ASSAM,714
S03118,BHABOTOSH CHAKRABORTY,Socialist Unity Centre Of India (COMMUNIST),SILCHAR,ASSAM,707
S034,PRANAB BAROI,Independent,BAOKHUNGRI,ASSAM,702
S03100,PRANAB PRIYANKUSH DUTTA,Aam Aadmi Party,JORHAT,ASSAM,701
S03121,SUBASH GOON,Independent,HAILAKANDI,ASSAM,699
S0392,MICHAEL KUJUR,Independent,NAHARKATIA,ASSAM,691
S0341,PINTU GHOSH,Bharatiya Gana Parishad,MANAS,ASSAM,690
S0332,NABA KUMAR NATH,Independent,KAMALPUR,ASSAM,682
S03118,SUBRATA KR. CHANDA,Independent,SILCHAR,ASSAM,681
S03119,HASSAN AHMED BARBHUIYA,Independent,SONAI,ASSAM,676
S0344,SURUJ  ALI,Rashtriya Ulama Council,GORESWAR,ASSAM,675
S0354,NIKHIL DEKARAJA,Independent,MORIGAON,ASSAM,669
S03125,MD. FAZAL AHMED,Independent,PATHARKANDI,ASSAM,666
S0314,RANJAN SARKAR,Independent,GOALPARA EAST,ASSAM,665
S0314,JAMIL HUSSAIN,Independent,GOALPARA EAST,ASSAM,657
S0315,RANDEEPSING MARAK,Independent,DUDHNAI,ASSAM,650
S03126,SOURAV ROY,Independent,RAM KRISHNA NAGAR,ASSAM,647
S0348,NAGEN CHANDRA DEKA,Gana Suraksha Party,TANGLA,ASSAM,645
S0323,JOHIRUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),CHENGA,ASSAM,637
S03121,MAYUKH BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),HAILAKANDI,ASSAM,631
S0311,ZAMER ALI,Independent,MANKACHAR,ASSAM,621
S0327,NURUL ISLAM,Independent,CHAMARIA,ASSAM,618
S0310,HAKIMUL ISLAM,Rashtriya Ulama Council,BILASIPARA,ASSAM,618
S03120,PARIMAL DAS,Independent,DHOLAI,ASSAM,615
S03124,BAHARUL ISLAM,Independent,KARIMGANJ SOUTH,ASSAM,606
S037,JABBAR ALI,Independent,GAURIPUR,ASSAM,601
S031,HELEN MURMU,Independent,GOSSAIGAON,ASSAM,600
S0344,PRANJIT KUMAR BISWAS,Independent,GORESWAR,ASSAM,600
S0374,KAMAL BARLA,Independent,RONGONADI,ASSAM,599
S0313,SURESH CHANDRA RABHA,Voters Party International,GOALPARA WEST,ASSAM,598
S03126,UTTAM DAS,Independent,RAM KRISHNA NAGAR,ASSAM,590
S0374,TIKENDRA THAPA,Aam Aadmi Party,RONGONADI,ASSAM,589
S0356,HABIBUR RAHMAN,Independent,RUPAHIHAT,ASSAM,585
S03123,ARUNANGSHU BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),KARIMGANJ NORTH,ASSAM,582
S03100,HEMANTA KUMAR PEGU,Socialist Unity Centre Of India (COMMUNIST),JORHAT,ASSAM,581
S03126,SANCHITA SUKLA,Socialist Unity Centre Of India (COMMUNIST),RAM KRISHNA NAGAR,ASSAM,580
S038,SHAHANA AKTAR,Socialist Unity Centre Of India (COMMUNIST),DHUBRI,ASSAM,577
S0320,PRABHAT BASUMATARY,Independent,BIJNI,ASSAM,575
S0312,DELOWAR HUSSAIN,Independent,JALESHWAR,ASSAM,568
S03122,SIRAJUL ISLAM LASKAR,Independent,ALGAPUR-KATLICHERRA,ASSAM,566
S0365,SAMSUL HAQUE,Independent,DHEKIAJULI,ASSAM,553
S03125,SAYNUL HAQUE,Aam Aadmi Party,PATHARKANDI,ASSAM,543
S0313,MRITUNJAY RABHA,Socialist Unity Centre Of India (COMMUNIST),GOALPARA WEST,ASSAM,543
S0397,DILWAR HUSSAIN,Independent,NAZIRA,ASSAM,543
S039,ABDUS SOBUR MIAH,Socialist Unity Centre Of India (COMMUNIST),BIRSING JARUA,ASSAM,541
S0362,NAZMUL ALAM LASKAR,Independent,BINNAKANDI,ASSAM,539
S0336,ACHYUT KALITA,Independent,GUWAHATI CENTRAL,ASSAM,535
S0320,ABDUL HAI NAGARI,Independent,BIJNI,ASSAM,535
S0373,HEMEN GOGOI,Independent,BIHPURIA,ASSAM,532
S0376,BIRINCHI PEGU,Socialist Unity Centre Of India (COMMUNIST),LAKHIMPUR,ASSAM,530
S034,MD ABED ALI MONDAL,Independent,BAOKHUNGRI,ASSAM,529
S0396,RUPAK BHUYAN,Independent,SIBSAGAR,ASSAM,529
S03119,ALAM HUSSAIN LASKAR,Independent,SONAI,ASSAM,529
S0336,PRABIN JYOTI KALITA,Independent,GUWAHATI CENTRAL,ASSAM,509
S0396,RAJKUMAR DUWARA,Independent,SIBSAGAR,ASSAM,506
S0344,ARUN BAISHYA,Independent,GORESWAR,ASSAM,500
S0356,MAINUL ISLAM,Independent,RUPAHIHAT,ASSAM,496
S034,RANJIT SARKAR,Independent,BAOKHUNGRI,ASSAM,494
S03123,PARIMAL RANJAN ROY,All India Trinamool Congress,KARIMGANJ NORTH,ASSAM,486
S03122,MUZAKKIR HASAN LASKAR,Independent,ALGAPUR-KATLICHERRA,ASSAM,486
S03126,SASHANKA SEKHAR DAS,Independent,RAM KRISHNA NAGAR,ASSAM,480
S0317,BHADRESWAR BARMAN,Independent,SRIJANGRAM,ASSAM,479
S0336,BIPUL DEBNATH,All India Forward Bloc,GUWAHATI CENTRAL,ASSAM,479
S0358,SABINA EACHAMIN,Independent,SAMAGURI,ASSAM,472
S0339,SAMSUL HAQUE,Independent,NALBARI,ASSAM,472
S039,SHAHINOOR ISLAM,Apni Janta Party,BIRSING JARUA,ASSAM,468
S0356,ANARUL HOQUE,Independent,RUPAHIHAT,ASSAM,459
S03124,PRANAB KUMAR NATH,Independent,KARIMGANJ SOUTH,ASSAM,456
S037,SAIDUR RAHMAN SARKAR,Republican Party of India (Athawale),GAURIPUR,ASSAM,447
S03124,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),KARIMGANJ SOUTH,ASSAM,435
S037,FIRUZUL ISLAM,Rashtriya Ulama Council,GAURIPUR,ASSAM,432
S036,JAKIR HUSSAIN,Rashtriya Ulama Council,GOLAKGANJ,ASSAM,423
S0366,CHAMPA KURMI,Socialist Unity Centre Of India (COMMUNIST),BARCHALLA,ASSAM,422
S0356,WAKIBUR ISLAM,Independent,RUPAHIHAT,ASSAM,416
S0358,PRABHAT CHANDRA RAY,Independent,SAMAGURI,ASSAM,415
S0374,SWAPAN PUDDAR,Independent,RONGONADI,ASSAM,415
S0396,HEMANTA BORUAH,Independent,SIBSAGAR,ASSAM,403
S0366,JASUA BARJO,Gana Suraksha Party,BARCHALLA,ASSAM,401
S03121,BISHAL SINGHA MALAKAR,Independent,HAILAKANDI,ASSAM,400
S034,SHIBAM CHAKROBORTY,Bharatiya Gana Parishad,BAOKHUNGRI,ASSAM,396
S0378,SMTI. LILIMAI DOLEY,Socialist Unity Centre Of India (COMMUNIST),DHEMAJI,ASSAM,394
S0397,JOYRAM CHARAIMURIA,Independent,NAZIRA,ASSAM,392
S0317,HANIF ALI SK.,Socialist Unity Centre Of India (COMMUNIST),SRIJANGRAM,ASSAM,390
S0314,ANIMUL HOQUE CHOUDHURY,Independent,GOALPARA EAST,ASSAM,385
S0314,SHEIKH MD JIAUL HAQUE,Rashtriya Ulama Council,GOALPARA EAST,ASSAM,380
S03122,SAMIN AHMED CHOUDHURY,Independent,ALGAPUR-KATLICHERRA,ASSAM,378
S0397,GUFRANUR ROHMAN,Independent,NAZIRA,ASSAM,371
S03118,RANU DAS,Independent,SILCHAR,ASSAM,367
S0339,SAFAR ALI,Independent,NALBARI,ASSAM,354
S03122,JAMIL AHMED CHOUDHURY,Independent,ALGAPUR-KATLICHERRA,ASSAM,339
S03119,NAZRUL ISLAM LASKAR,Independent,SONAI,ASSAM,339
S03119,POTON LAL RABIDAS,Independent,SONAI,ASSAM,319
S039,MOHAR UDDIN MONDAL,Vikas India Party,BIRSING JARUA,ASSAM,314
S0397,DILIP SAHU,Independent,NAZIRA,ASSAM,313
S0358,SALIM AHMED,Independent,SAMAGURI,ASSAM,312
S0314,MOHIBUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),GOALPARA EAST,ASSAM,310
S0362,IMDADUR RAHMAN,Independent,BINNAKANDI,ASSAM,309
S03122,SABBIR AHMED CHOUDHURY,Independent,ALGAPUR-KATLICHERRA,ASSAM,307
S0374,HEMKANTA MIRI,Socialist Unity Centre Of India (COMMUNIST),RONGONADI,ASSAM,305
S03116,SHIB NARAYAN SINGH,Independent,KATIGORAH,ASSAM,302
S03122,SIRAJUL ISLAM BARBHUIYA,Independent,ALGAPUR-KATLICHERRA,ASSAM,299
S03122,FORIZ ZAMAN MAZUMDER,Independent,ALGAPUR-KATLICHERRA,ASSAM,289
S0362,ZAKARIA HUSSAIN,Independent,BINNAKANDI,ASSAM,287
S03124,ABU NOSOR MD ILIAS,Independent,KARIMGANJ SOUTH,ASSAM,279
S03123,SAMADUL HOQUE CHOUDHURY,Independent,KARIMGANJ NORTH,ASSAM,279
S03118,GAUTAM DAS,Independent,SILCHAR,ASSAM,275
S03124,ABDUR RAHIM CHOUDHURY,Independent,KARIMGANJ SOUTH,ASSAM,273
S0374,ABDUL GOFFUR,Independent,RONGONADI,ASSAM,268
S03116,RAJU DAS,Independent,KATIGORAH,ASSAM,264
S03121,TINKU BHUSHAN NATH,Independent,HAILAKANDI,ASSAM,263
S03125,NURUL HASSAN TALUKDAR,Independent,PATHARKANDI,ASSAM,259
S03118,PAPLU NATH,Independent,SILCHAR,ASSAM,257
S03119,JAINUL HOQUE MAZUMDER,Independent,SONAI,ASSAM,256
S03122,MUSTAK HUSSAIN BARBHUIYA,Independent,ALGAPUR-KATLICHERRA,ASSAM,249
S0374,JAKIR HUSSAIN,Rashtriya Ulama Council,RONGONADI,ASSAM,246
S03121,BINOD REE,Independent,HAILAKANDI,ASSAM,244
S03126,BIKASH LAL DHUBI,Independent,RAM KRISHNA NAGAR,ASSAM,240
S03119,ANJAN KUMAR CHANDA,Socialist Unity Centre Of India (COMMUNIST),SONAI,ASSAM,239
S03124,MOHAMMED ALTAF HUSSAIN,Independent,KARIMGANJ SOUTH,ASSAM,228
S03119,M M MUZAHIDUL ISLAM MAZUMDER,Independent,SONAI,ASSAM,221
S03124,FOYAZ AHMED,Independent,KARIMGANJ SOUTH,ASSAM,220
S03121,DHRUBO CHAKRABORTY,Independent,HAILAKANDI,ASSAM,212
S03126,YOGESH DAS,Independent,RAM KRISHNA NAGAR,ASSAM,199
S03123,BINAY KRISHNA ROY,Independent,KARIMGANJ NORTH,ASSAM,196
S03116,NURUL ALOM BARBHUIYA,Independent,KATIGORAH,ASSAM,178
S03116,NASIR UDDIN BARBHUIYA,Independent,KATIGORAH,ASSAM,178
S03123,AHAD UDDIN,Apni Janta Party,KARIMGANJ NORTH,ASSAM,167
S03116,HILLOL BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),KATIGORAH,ASSAM,161
S03121,JIBON ROY,Independent,HAILAKANDI,ASSAM,161
S03125,TUTIUR RAHMAN,Independent,PATHARKANDI,ASSAM,156
S03121,GAUTAM NATH,Independent,HAILAKANDI,ASSAM,156
S03119,ABDUL MATLIB LASKAR,Vikas India Party,SONAI,ASSAM,148
S03125,BIJU PAUL,All India Forward Bloc,PATHARKANDI,ASSAM,147
S03121,AJIT NUNIA,Independent,HAILAKANDI,ASSAM,145
S03123,MOKBUL ALI,Independent,KARIMGANJ NORTH,ASSAM,142
S03121,GAUTAM KANTI DAS,Independent,HAILAKANDI,ASSAM,140
S03123,FAKRUL ISLAM,Independent,KARIMGANJ NORTH,ASSAM,132
S03123,ABUL KHAIR ZAKARIA,Independent,KARIMGANJ NORTH,ASSAM,131
S03125,BIJIT KUMAR SINHA,Socialist Unity Centre Of India (COMMUNIST),PATHARKANDI,ASSAM,131
S03116,SALEH AHMED MAZUMDER,Independent,KATIGORAH,ASSAM,119
S03124,ASAD UDDIN AHMED,Independent,KARIMGANJ SOUTH,ASSAM,118
S03125,CHANDAN GOWALA,Independent,PATHARKANDI,ASSAM,110
S03123,ABDUL MUKTADIR,Independent,KARIMGANJ NORTH,ASSAM,104
S03116,KAUSHIK DAS,Independent,KATIGORAH,ASSAM,101
S03116,ABDUL ODUD CHOUDHURY,Independent,KATIGORAH,ASSAM,99
S03116,IBAJUL HOQUE LASKAR,Independent,KATIGORAH,ASSAM,89
