party
Aam Aadmi Party
All India Forward Bloc
All India Trinamool Congress
All India United Democratic Front
Apni Janta Party
Asom Gana Parishad
Assam Jatiya Parishad
Bharatiya Gana Parishad
Bharatiya Janata Party
Bodoland Peoples Front
Communist Party of India
Communist Party of India (Marxist)
Communist Party of India (Marxist-Leninist) (Liberation)
Gana Suraksha Party
Gondvana Gantantra Party
Independent
Indian National Congress
Jharkhand Mukti Morcha
National Peoples Party
None of the Above
Raijor Dal
Rashtriya Ulama Council
Republican Party of India (A)
Republican Party of India (Athawale)
Revolutionary Communist Party of India (Rasik Bhatt)
Socialist Unity Centre Of India (COMMUNIST)
The National Road Map Party of India
United Peoples Party Liberal
Vikas India Party
Voters Party International
