constituency_code,candidate,party,constituency,state,votes
S22216,SHUNMUGASUNDARAM. S,Naam Tamilar Katchi,SRIVAIKUNTAM,TAMIL NADU,13153
S2229,M. SINDHU EZHILARASAN,Naam Tamilar Katchi,SRIPERUMBUDUR,TAMIL NADU,13150
S22176,KANNAN S,Naam Tamilar Katchi,PATTUKKOTTAI,TAMIL NADU,13145
S22115,K.V.THAMILINIYAN,Naam Tamilar Katchi,PALLADAM,TAMIL NADU,13141
S227,REVATHI L,Naam Tamilar Katchi,MADURAVOYAL,TAMIL NADU,13024
S22220,ESAI MATHIVANAN,Naam Tamilar Katchi,VASUDEVANALLUR,TAMIL NADU,12856
S22219,M. KAVITHA,Naam Tamilar Katchi,SANKARANKOVIL,TAMIL NADU,12767
S22234,HIMLAR,Naam Tamilar Katchi,KILLIYOOR,TAMIL NADU,12764
S22208,AVARANGADU KARTHIK RAJA,Naam Tamilar Katchi,TIRUCHULI,TAMIL NADU,12763
S229,E.KRITHIKA,Naam Tamilar Katchi,MADAVARAM,TAMIL NADU,12637
S2288,ARUL RAMADAS,Aanaithinthiya Jananayaka Pathukappu Kazhagam,SALEM,TAMIL NADU,12532
S22231,ANCY SHOBA RANI. L,Naam Tamilar Katchi,COLACHAL,TAMIL NADU,12458
S2232,AMUTHA.N,Naam Tamilar Katchi,CHENGALPATTU,TAMIL NADU,12032
S22218,PANDI.P,Naam Tamilar Katchi,KOVILPATTI,TAMIL NADU,11919
S22213,BALAJI RAMACHANDRAN,Naam Tamilar Katchi,VILATHIKULAM,TAMIL NADU,11780
S22214,JACOB DEVADOSS ABISHEAK R.,Naam Tamilar Katchi,THOOTHUKKUDI,TAMIL NADU,11752
S225,MEKALA.J,Naam Tamilar Katchi,POONAMALLEE,TAMIL NADU,11697
S22180,EZHILARASI VIJAYENDRAN,Naam Tamilar Katchi,PUDUKKOTTAI,TAMIL NADU,11673
S2231,S.TAMILCHELVI,Naam Tamilar Katchi,TAMBARAM,TAMIL NADU,11627
S22204,ESAKKIRAJA. K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,SATTUR,TAMIL NADU,11602
S22200,KALAIARASU.S,Naam Tamilar Katchi,BODINAYAKANUR,TAMIL NADU,11455
S22153,THIRUMALVALAVAN.T,Tamizhaga Vaazhvurimai Katchi,NEYVELI,TAMIL NADU,11381
S22232,SEELAN,Naam Tamilar Katchi,PADMANABHAPURAM,TAMIL NADU,11288
S22227,TAMILSELVI,Puthiya Tamilagam,NANGUNERI,TAMIL NADU,11141
S22196,MUNISH.N,Naam Tamilar Katchi,THIRUMANGALAM,TAMIL NADU,11139
S228,SILAMBARASAN,Naam Tamilar Katchi,AMBATTUR,TAMIL NADU,11088
S22139,DHARMARAJ. M,Naam Tamilar Katchi,SRIRANGAM,TAMIL NADU,11026
S22221,ABUBACKER SIDDHEEQ,Naam Tamilar Katchi,KADAYANALLUR,TAMIL NADU,10965
S22211,S.M. MUTHU KESAVAN,Naam Tamilar Katchi,RAMANATHAPURAM,TAMIL NADU,10766
S22173,DURAI. SENTHILNATHAN,Naam Tamilar Katchi,THIRUVAIYARU,TAMIL NADU,10681
S22182,R.RAJARAM,Naam Tamilar Katchi,ALANGUDI,TAMIL NADU,10652
S22224,DR.SHYAM KRISHNASAMY,Puthiya Tamilagam,TIRUNELVELI,TAMIL NADU,10634
S22194,VIGNESHKUMAR S,Naam Tamilar Katchi,MADURAI WEST,TAMIL NADU,10574
S22226,SANKARA NARAYANAN ALIAS SARAN,Naam Tamilar Katchi,PALAYAMKOTTAI,TAMIL NADU,10465
S22190,NAGALAKSHMI THIRUMARAN.T,Naam Tamilar Katchi,SHOLAVANDAN,TAMIL NADU,10430
S2228,Y.G.MAHALAKSHMI,Naam Tamilar Katchi,ALANDUR,TAMIL NADU,10405
S22165,KARTHICK. T,Naam Tamilar Katchi,VEDARANYAM,TAMIL NADU,10396
S22198,GOMATHI .M,Naam Tamilar Katchi,ANDIPATTI,TAMIL NADU,10346
S22205,ESTHER MARY DIANA A,Naam Tamilar Katchi,SIVAKASI,TAMIL NADU,10191
S22178,NATHIYA,Naam Tamilar Katchi,GANDHARVAKOTTAI,TAMIL NADU,10189
S22166,VINOTHINI.R,Naam Tamilar Katchi,THIRUTHURAIPOONDI,TAMIL NADU,10176
S22116,DR.S.RAJASEKARAN,Naam Tamilar Katchi,SULUR,TAMIL NADU,10147
S22175,S.THIRUMURUGAN,Naam Tamilar Katchi,ORATHANADU,TAMIL NADU,10135
S22206,LAKSHMANAN,Naam Tamilar Katchi,VIRUDHUNAGAR,TAMIL NADU,10120
S22138,M. ARUNAGIRI,Naam Tamilar Katchi,MANAPPARAI,TAMIL NADU,10070
S22168,ASWINI B,Naam Tamilar Katchi,THIRUVARUR,TAMIL NADU,10031
S22183,MUTHULAKSHMI. S,Naam Tamilar Katchi,ARANTHANGI,TAMIL NADU,9975
S22129,DR. A. SIMON JUSTIN,Naam Tamilar Katchi,ATHOOR,TAMIL NADU,9946
S22215,OPHILIYA,Naam Tamilar Katchi,TIRUCHENDUR,TAMIL NADU,9794
S22131,ALAGAMMAL A,Naam Tamilar Katchi,NATHAM,TAMIL NADU,9677
S22122,BANUPRIYA M,Naam Tamilar Katchi,KINATHUKADAVU,TAMIL NADU,9667
S2233,AMBETH RAJAN,Naam Tamilar Katchi,THIRUPORUR,TAMIL NADU,9616
S22199,VIMALA R.,Naam Tamilar Katchi,PERIYAKULAM,TAMIL NADU,9610
S22172,ANIS FATHIMA,Naam Tamilar Katchi,PAPANASAM,TAMIL NADU,9604
S22201,ANBUSELVI A,Naam Tamilar Katchi,CUMBUM,TAMIL NADU,9599
S22188,KOTTAIKUMAR,Naam Tamilar Katchi,MELUR,TAMIL NADU,9570
S22203,DR. SHYAM KRISHNASAMY,Puthiya Tamilagam,SRIVILLIPUTHUR,TAMIL NADU,9522
S22147,SUGANYA. J,Naam Tamilar Katchi,PERAMBALUR,TAMIL NADU,9474
S22179,SATHYALAKSHMI. K,Naam Tamilar Katchi,VIRALIMALAI,TAMIL NADU,9467
S22174,N. KRISHNAKUMAR,Naam Tamilar Katchi,THANJAVUR,TAMIL NADU,9383
S22142,RAJESSH. T,Naam Tamilar Katchi,THIRUVERUMBUR,TAMIL NADU,9311
S22144,THENMOZHI. R,Naam Tamilar Katchi,MANACHANALLUR,TAMIL NADU,9289
S22204,ANANDHARAJA. D.,Naam Tamilar Katchi,SATTUR,TAMIL NADU,9235
S22121,NEHRUJI GUNASEKARAN,Naam Tamilar Katchi,SINGANALLUR,TAMIL NADU,9203
S22177,BHUVANA MANIYARASAN,Naam Tamilar Katchi,PERAVURANI,TAMIL NADU,9122
S22181,LAKSHMI SRINIVASAN,Naam Tamilar Katchi,THIRUMAYAM,TAMIL NADU,9102
S22118,NARMADHA. G.,Naam Tamilar Katchi,COIMBATORE,TAMIL NADU,9036
S22130,DR.KAILAI RAJAN.D,Naam Tamilar Katchi,NILAKKOTTAI,TAMIL NADU,8615
S22230,MUTHUKUMAR M,Naam Tamilar Katchi,NAGERCOIL,TAMIL NADU,8573
S2212,M. THILAGABAMA,Pattali Makkal Katchi,PERAMBUR,TAMIL NADU,8561
S22149,PUGAZHENDHI D,Naam Tamilar Katchi,ARIYALUR,TAMIL NADU,8527
S22207,MANIMARAN. G,Naam Tamilar Katchi,ARUPPUKKOTTAI,TAMIL NADU,8499
S2286,PRIYADHARSHINI. A,Naam Tamilar Katchi,EDAPPADI,TAMIL NADU,8450
S22169,THENMOZHI DILIPKUMAR,Naam Tamilar Katchi,NANNILAM,TAMIL NADU,8446
S22146,S  KOWSALYA,Naam Tamilar Katchi,THURAIYUR,TAMIL NADU,8436
S2210,SATHYA. B,Naam Tamilar Katchi,THIRUVOTTIYUR,TAMIL NADU,8413
S2284,SIVASAKTHI. M,Naam Tamilar Katchi,OMALUR,TAMIL NADU,8370
S22145,G. BAKIYALAKSHMI,Naam Tamilar Katchi,MUSIRI,TAMIL NADU,8357
S22167,BHARATHISELVAN.R,Naam Tamilar Katchi,MANNARGUDI,TAMIL NADU,8240
S22106,SEETHALAKSHMI.M.K,Naam Tamilar Katchi,GOBICHETTIPALAYAM,TAMIL NADU,8137
S2299,N. VIJAY,Naam Tamilar Katchi,ERODE,TAMIL NADU,8124
S22164,KARTHIKA. M,Naam Tamilar Katchi,KILVELUR,TAMIL NADU,8069
S22219,VASANTHI MURUGESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,SANKARANKOVIL,TAMIL NADU,8006
S22137,SELVA.NANMAARAN,Naam Tamilar Katchi,KULITHALAI,TAMIL NADU,7978
S22222,M.POOSA DURAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,TENKASI,TAMIL NADU,7715
S22171,ANANDH M,Naam Tamilar Katchi,KUMBAKONAM,TAMIL NADU,7710
S22112,MENAKA. V,Naam Tamilar Katchi,AVANASHI,TAMIL NADU,7704
S2226,KEERTHANA. M,Naam Tamilar Katchi,VELACHERY,TAMIL NADU,7697
S2297,UVARANI SURESH,Naam Tamilar Katchi,KUMARAPALAYAM,TAMIL NADU,7663
S2255,STALIN.R,Naam Tamilar Katchi,HOSUR,TAMIL NADU,7632
S2283,PALANISAMY. M,Naam Tamilar Katchi,YERCAUD,TAMIL NADU,7601
S2287,NITHYA. A,Naam Tamilar Katchi,SANKARI,TAMIL NADU,7534
S2280,NAGAMMAL RAJKODI,Naam Tamilar Katchi,KALLAKURICHI,TAMIL NADU,7494
S22148,KEERTHIVASAN. R,Naam Tamilar Katchi,KUNNAM,TAMIL NADU,7482
S22140,K.BHUVANESWARI,Naam Tamilar Katchi,TIRUCHIRAPPALLI,TAMIL NADU,7470
S22191,V THIRUNAVUKKARASU,Naam Tamilar Katchi,MADURAI NORTH,TAMIL NADU,7415
S22160,SUBASH.R,Naam Tamilar Katchi,SIRKAZHI,TAMIL NADU,7397
S2258,PALANIYAMMAL. T.,Naam Tamilar Katchi,PENNAGARAM,TAMIL NADU,7358
S22132,MUTHARASI. S,Naam Tamilar Katchi,DINDIGUL,TAMIL NADU,7299
S2278,RADHIKA P,Naam Tamilar Katchi,RISHIVANDIYAM,TAMIL NADU,7247
S2241,THAARIKHA SALMAN,Naam Tamilar Katchi,RANIPET,TAMIL NADU,7236
S22156,T  KANNAN,Tamizhaga Vaazhvurimai Katchi,KURINJIPADI,TAMIL NADU,7113
S2285,VIDHYA VEERAPPAN,Naam Tamilar Katchi,METTUR,TAMIL NADU,7109
S22133,KHAJA HUSSAIN AHAMED. A,Naam Tamilar Katchi,VEDASANDUR,TAMIL NADU,7095
S22102,KARMEGAN.M,Naam Tamilar Katchi,KANGAYAM,TAMIL NADU,7068
S2268,TAMILSELVAN. M,Naam Tamilar Katchi,CHEYYAR,TAMIL NADU,7043
S22143,N. MADHAN,Naam Tamilar Katchi,LALGUDI,TAMIL NADU,6992
S22119,RAJABU NISHA.Z,Naam Tamilar Katchi,THONDAMUTHUR,TAMIL NADU,6976
S22114,DINESH. P.N,Naam Tamilar Katchi,TIRUPPUR,TAMIL NADU,6956
S2237,VETRISELVI,Naam Tamilar Katchi,KANCHEEPURAM,TAMIL NADU,6950
S2267,DHAVAMANI. R,Naam Tamilar Katchi,ARANI,TAMIL NADU,6888
S22161,KASIRAMAN. K,Naam Tamilar Katchi,MAYILADUTHURAI,TAMIL NADU,6886
S2288,SURESH KUMAR.R,Naam Tamilar Katchi,SALEM,TAMIL NADU,6820
S2291,RAJESHKUMAR. S,Naam Tamilar Katchi,VEERAPANDI,TAMIL NADU,6820
S2259,SHANTHALAKSHMI. K.,Naam Tamilar Katchi,DHARMAPURI,TAMIL NADU,6758
S22100,M.ARUNKUMAR,Naam Tamilar Katchi,MODAKKURICHI,TAMIL NADU,6723
S223,CHANDRAN .S.S,Naam Tamilar Katchi,TIRUTTANI,TAMIL NADU,6704
S22125,RAM KUMAR M.,Naam Tamilar Katchi,UDUMALAIPETTAI,TAMIL NADU,6702
S222,RAJATHI.M,Naam Tamilar Katchi,PONNERI,TAMIL NADU,6676
S2251,MEKALA,Naam Tamilar Katchi,UTHANGARAI,TAMIL NADU,6629
S22126,M RADHAMANI,Naam Tamilar Katchi,MADATHUKULAM,TAMIL NADU,6578
S2282,MONISHA CHINNADURAI.,Naam Tamilar Katchi,ATTUR,TAMIL NADU,6532
S2277,LOGESHWARI S,Naam Tamilar Katchi,ULUNDURPETTAI,TAMIL NADU,6525
S22111,S.GOPALAKRISHNAN,Naam Tamilar Katchi,METTUPPALAYAM,TAMIL NADU,6508
S2293,PONNUMANI C,Naam Tamilar Katchi,SENTHAMANGALAM,TAMIL NADU,6478
S2239,A.ASHOK KUMAR,Naam Tamilar Katchi,SHOLINGUR,TAMIL NADU,6468
S22103,INGUR. C. LOGANATHAN,Naam Tamilar Katchi,PERUNDURAI,TAMIL NADU,6468
S2289,GUNASEELA. M,Naam Tamilar Katchi,SALEM,TAMIL NADU,6450
S2266,UMADEVI. A,Naam Tamilar Katchi,POLUR,TAMIL NADU,6425
S2292,SASIKALA S,Naam Tamilar Katchi,RASIPURAM,TAMIL NADU,6415
S2253,SUGANTHI,Naam Tamilar Katchi,KRISHNAGIRI,TAMIL NADU,6398
S2270,ADVOCATE KRISHNAN E,Naam Tamilar Katchi,GINGEE,TAMIL NADU,6371
S22170,M.DIVYA BHARATHI,Naam Tamilar Katchi,THIRUVIDAIMARUDUR,TAMIL NADU,6363
S22162,ILAYANAGULAN. K,Naam Tamilar Katchi,POOMPUHAR,TAMIL NADU,6353
S2262,J.SHOBA,Naam Tamilar Katchi,CHENGAM,TAMIL NADU,6335
S22127,MURUGESWARI. B,Naam Tamilar Katchi,PALANI,TAMIL NADU,6300
S2294,PRAVEENKUMAR K,Naam Tamilar Katchi,NAMAKKAL,TAMIL NADU,6286
S2281,ABIRAMI. A,Naam Tamilar Katchi,GANGAVALLI,TAMIL NADU,6242
S22109,KARTHIK.R,Naam Tamilar Katchi,GUDALUR,TAMIL NADU,6199
S22233,MARIA STELLA,Naam Tamilar Katchi,VILAVANCODE,TAMIL NADU,6199
S22104,MOHANADEVI. R,Naam Tamilar Katchi,BHAVANI,TAMIL NADU,6195
S22150,REVATHI K.,Naam Tamilar Katchi,JAYANKONDAM,TAMIL NADU,6192
S2264,LOGANATHAN.V,Naam Tamilar Katchi,KILPENNATHUR,TAMIL NADU,6184
S22158,THAMIZH,Naam Tamilar Katchi,CHIDAMBARAM,TAMIL NADU,6169
S22136,SATHIYA. V,Naam Tamilar Katchi,KRISHNARAYAPURAM,TAMIL NADU,6102
S2296,REVATHI K,Naam Tamilar Katchi,TIRUCHENGODU,TAMIL NADU,6085
S2222,SANTHOSH,Naam Tamilar Katchi,VIRUGAMPAKKAM,TAMIL NADU,6056
S22152,ANANTHI DHANDAPANI,Naam Tamilar Katchi,VRIDDHACHALAM,TAMIL NADU,6047
S22101,DHIVYA,Naam Tamilar Katchi,DHARAPURAM,TAMIL NADU,6026
S2263,VIGNESH. S,Naam Tamilar Katchi,TIRUVANNAMALAI,TAMIL NADU,6011
S2249,SASIREKHA K,Naam Tamilar Katchi,JOLARPET,TAMIL NADU,5974
S2223,SRIVIDYA. G,Naam Tamilar Katchi,SAIDAPET,TAMIL NADU,5918
S22192,B.M.SUMATHY,Naam Tamilar Katchi,MADURAI SOUTH,TAMIL NADU,5863
S22107,S.SOUNDARYA,Naam Tamilar Katchi,BHAVANISAGAR,TAMIL NADU,5832
S2290,SOFIA. S,Naam Tamilar Katchi,SALEM,TAMIL NADU,5819
S2246,J.EMALAN,Naam Tamilar Katchi,GUDIYATTAM,TAMIL NADU,5802
S2276,HEMARAJAN K,Naam Tamilar Katchi,TIRUKKOYILUR,TAMIL NADU,5791
S2274,ABINAYA PONNIVALAVAN,Naam Tamilar Katchi,VILUPPURAM,TAMIL NADU,5786
S2236,MARAM MASILAMANI.B.S,Naam Tamilar Katchi,UTHIRAMERUR,TAMIL NADU,5783
S22155,S.SARASU,Naam Tamilar Katchi,CUDDALORE,TAMIL NADU,5766
S2295,ARAVIND M,Naam Tamilar Katchi,PARAMATHI-VELUR,TAMIL NADU,5727
S22151,MAHALAKSHMI V,Naam Tamilar Katchi,TITTAKUDI,TAMIL NADU,5709
S2257,BOOPATHI. R.,Naam Tamilar Katchi,PALACODU,TAMIL NADU,5598
S2279,RAMESH K,Naam Tamilar Katchi,SANKARAPURAM,TAMIL NADU,5567
S22193,ABDUL HAKEEM  K,Naam Tamilar Katchi,MADURAI CENTRAL,TAMIL NADU,5549
S2242,ARCHANA NARASIMMAN,Naam Tamilar Katchi,ARCOT,TAMIL NADU,5518
S224,K. SENTHILKUMAR,Naam Tamilar Katchi,THIRUVALLUR,TAMIL NADU,5513
S2269,GANESH. R,Naam Tamilar Katchi,VANDAVASI,TAMIL NADU,5495
S2250,ARUMUGAM. V,Naam Tamilar Katchi,TIRUPPATTUR,TAMIL NADU,5482
S22135,KARUPPAIYA. R,Naam Tamilar Katchi,KARUR,TAMIL NADU,5465
S2252,KAVINKUMAR. S,Naam Tamilar Katchi,BARGUR,TAMIL NADU,5462
S22128,RAGUPATHI. P,Naam Tamilar Katchi,ODDANCHATRAM,TAMIL NADU,5454
S2211,VENNILA.T,Naam Tamilar Katchi,DR.RADHAKRISHNAN NAGAR,TAMIL NADU,5364
S22163,FATHIMA FARHANA.S,Naam Tamilar Katchi,NAGAPATTINAM,TAMIL NADU,5348
S2265,SEETHA SIVANANDAM. P,Naam Tamilar Katchi,KALASAPAKKAM,TAMIL NADU,5312
S22105,AALANGATTUR ANANDHI,Naam Tamilar Katchi,ANTHIYUR,TAMIL NADU,5287
S22124,UMADEVI. P,Naam Tamilar Katchi,VALPARAI,TAMIL NADU,5256
S2261,ANITHA. A,Naam Tamilar Katchi,HARUR,TAMIL NADU,5245
S2272,PACHIMUTHU. P,Naam Tamilar Katchi,TINDIVANAM,TAMIL NADU,5242
S2260,ARCHANA TAMILARUVI,Naam Tamilar Katchi,PAPPIREDDIPATTI,TAMIL NADU,5216
S2238,K. RAJKUMAR,Naam Tamilar Katchi,ARAKKONAM,TAMIL NADU,5191
S2245,KALAIYENTHIRI. R,Naam Tamilar Katchi,KILVAITHINANKUPPAM,TAMIL NADU,5183
S22134,NAREN. S,Naam Tamilar Katchi,ARAVAKURICHI,TAMIL NADU,5154
S2212,S. VETRI THAMIZHAN,Naam Tamilar Katchi,PERAMBUR,TAMIL NADU,5114
S22157,SUMATHI . S,Naam Tamilar Katchi,BHUVANAGIRI,TAMIL NADU,5105
S22120,PERARIVALAN. V,Naam Tamilar Katchi,COIMBATORE,TAMIL NADU,5062
S2213,SOUNDARA PANDIAN LUDER SETH,Naam Tamilar Katchi,KOLATHUR,TAMIL NADU,5046
S2298,S.THANDAVAMOORTHY,Naam Tamilar Katchi,ERODE,TAMIL NADU,4987
S2275,SUBHA CHANDRASEKARAN A,Naam Tamilar Katchi,VIKRAVANDI,TAMIL NADU,4979
S2235,G.JANAKIRAMAN,Naam Tamilar Katchi,MADURANTAKAM,TAMIL NADU,4950
S22154,BANUPRIYA. M,Naam Tamilar Katchi,PANRUTI,TAMIL NADU,4884
S22123,N. SENTHIL KUMAR,Naam Tamilar Katchi,POLLACHI,TAMIL NADU,4866
S2234,SWATHILAKSHMI SEKAR,Naam Tamilar Katchi,CHEYYUR,TAMIL NADU,4853
S2247,MURUGESAN.G,Naam Tamilar Katchi,VANIYAMBADI,TAMIL NADU,4849
S2221,S.SHANKAR,Naam Tamilar Katchi,ANNA NAGAR,TAMIL NADU,4839
S22156,KAVITHA RENGANATHAN,Naam Tamilar Katchi,KURINJIPADI,TAMIL NADU,4813
S22141,DR.KRISHNASAMY .V,Naam Tamilar Katchi,TIRUCHIRAPPALLI,TAMIL NADU,4790
S221,R.SRIDAR. B.L.,Naam Tamilar Katchi,GUMMIDIPOONDI,TAMIL NADU,4756
S2244,M.RAVIKUMAR,Naam Tamilar Katchi,ANAIKATTU,TAMIL NADU,4746
S2273,KARIKALAN B,Naam Tamilar Katchi,VANUR,TAMIL NADU,4697
S22110,K. DEENU,Naam Tamilar Katchi,COONOOR,TAMIL NADU,4695
S22108,RAGUPATHY.B,Naam Tamilar Katchi,UDHAGAMANDALAM,TAMIL NADU,4641
S2240,S. THIRUKKUMARAN,Naam Tamilar Katchi,KATPADI,TAMIL NADU,4625
S22219,PRABAKARAN,Puthiya Tamilagam,SANKARANKOVIL,TAMIL NADU,4612
S22159,SIVAJOTHI .M,Naam Tamilar Katchi,KATTUMANNARKOIL,TAMIL NADU,4563
S2224,ANUSHA V,Naam Tamilar Katchi,THIYAGARAYANAGAR,TAMIL NADU,4554
S2254,NAGARAJ.R,Naam Tamilar Katchi,VEPPANAHALLI,TAMIL NADU,4519
S2225,ARUN. R.L,Naam Tamilar Katchi,MYLAPORE,TAMIL NADU,4499
S22153,VEERAMANI.B,Naam Tamilar Katchi,NEYVELI,TAMIL NADU,4444
S2271,VIDJAIVIKRAM S,Naam Tamilar Katchi,MAILAM,TAMIL NADU,4383
S2214,ROSHINI S,Naam Tamilar Katchi,VILLIVAKKAM,TAMIL NADU,4310
S2248,AFSHIA NASRIN. S,Naam Tamilar Katchi,AMBUR,TAMIL NADU,4185
S22220,K. PAULRAJ,Puthiya Tamilagam,VASUDEVANALLUR,TAMIL NADU,4119
S2256,NARASIMMA REDDY ALIAS NARASIMMAN. R,Naam Tamilar Katchi,THALLI,TAMIL NADU,4107
S2243,A.SONIYA,Naam Tamilar Katchi,VELLORE,TAMIL NADU,3793
S2220,KALANCHIYAM.MU,Naam Tamilar Katchi,THOUSAND LIGHTS,TAMIL NADU,3717
S22218,ATHIKUMAR KUDUMBAR.B,Independent,KOVILPATTI,TAMIL NADU,2992
S2219,AYSHA,Naam Tamilar Katchi,CHEPAUK-THIRUVALLIKENI,TAMIL NADU,2971
S2217,A. BABU MAILAN,Naam Tamilar Katchi,ROYAPURAM,TAMIL NADU,2947
S22221,KAVITHA. R,Puthiya Tamilagam,KADAYANALLUR,TAMIL NADU,2882
S22196,JEEVITHA NACHIYAR.B,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,THIRUMANGALAM,TAMIL NADU,2851
S2215,JAGADESH CHANDER .M,Naam Tamilar Katchi,THIRU-VI-KA-NAGAR,TAMIL NADU,2658
S22188,SONIAGANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,MELUR,TAMIL NADU,2628
S22202,RAMADEVI. T,Puthiya Tamilagam,RAJAPALAYAM,TAMIL NADU,2544
S2216,SARANYA IMRAN,Naam Tamilar Katchi,EGMORE,TAMIL NADU,2522
S22205,KANIPANDI M,Puthiya Tamilagam,SIVAKASI,TAMIL NADU,2513
S22216,MUTHURAMALINGAM. S,All India Forward Bloc,SRIVAIKUNTAM,TAMIL NADU,2347
S22204,VELMURUGAN. S,Puthiya Tamilagam,SATTUR,TAMIL NADU,2343
S22220,A. PONNUTHAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,VASUDEVANALLUR,TAMIL NADU,2249
S22100,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,MODAKKURICHI,TAMIL NADU,2239
S22209,AMIRTHA. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,PARAMAKUDI,TAMIL NADU,2239
S22206,BALASUBRAMANIAM M,Puthiya Tamilagam,VIRUDHUNAGAR,TAMIL NADU,2217
S22207,RAGUPATHI. K,Puthiya Tamilagam,ARUPPUKKOTTAI,TAMIL NADU,2179
S22188,M.MURUGAN,Independent,MELUR,TAMIL NADU,2170
S22223,MADASAMY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,ALANGULAM,TAMIL NADU,2158
S22117,NOTA,None of the Above,KAVUNDAMPALAYAM,TAMIL NADU,2116
S22190,BALAMURUGAN.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,SHOLAVANDAN,TAMIL NADU,2091
S2227,NOTA,None of the Above,SHOZHINGANALLUR,TAMIL NADU,2079
S22213,P.MADASAMY,Puthiya Tamilagam,VILATHIKULAM,TAMIL NADU,2057
S22212,SATHIYAM C.SARAVANAN,Independent,MUDHUKULATHUR,TAMIL NADU,2042
S22167,RASUPILLAI.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,MANNARGUDI,TAMIL NADU,1949
S22152,ARIVAZHAGAN.E.N,Tamizhaga Vaazhvurimai Katchi,VRIDDHACHALAM,TAMIL NADU,1896
S22107,NOTA,None of the Above,BHAVANISAGAR,TAMIL NADU,1804
S22106,THIRUVENGATESH.M,Tamizhaga Vaazhvurimai Katchi,GOBICHETTIPALAYAM,TAMIL NADU,1746
S22205,GANESAN M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,SIVAKASI,TAMIL NADU,1729
S22203,CHANDRA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,SRIVILLIPUTHUR,TAMIL NADU,1726
S22122,NOTA,None of the Above,KINATHUKADAVU,TAMIL NADU,1717
S22187,ARUMUGAM.V,Republican Party of India,MANAMADURAI,TAMIL NADU,1692
S22187,THILAGARAJ.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,MANAMADURAI,TAMIL NADU,1686
S2266,PURUSOTHAMAN. M,Independent,POLUR,TAMIL NADU,1674
S2286,GOVINDARAJ.V,Tamizhaga Vaazhvurimai Katchi,EDAPPADI,TAMIL NADU,1662
S22223,A UDHAYAKUMAR,Puthiya Tamilagam,ALANGULAM,TAMIL NADU,1620
S2255,NOTA,None of the Above,HOSUR,TAMIL NADU,1614
S2218,R FOUZAN SHARIFF,Naam Tamilar Katchi,HARBOUR,TAMIL NADU,1607
S2230,NOTA,None of the Above,PALLAVARAM,TAMIL NADU,1602
S22189,PRINCE S,Republican Party of India (Athawale),MADURAI EAST,TAMIL NADU,1591
S225,NOTA,None of the Above,POONAMALLEE,TAMIL NADU,1571
S2254,NOTA,None of the Above,VEPPANAHALLI,TAMIL NADU,1570
S22112,NOTA,None of the Above,AVANASHI,TAMIL NADU,1563
S2256,NOTA,None of the Above,THALLI,TAMIL NADU,1550
S22202,HARISH. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,RAJAPALAYAM,TAMIL NADU,1547
S2284,GOBINATHAN. R,Independent,OMALUR,TAMIL NADU,1544
S226,NOTA,None of the Above,AVADI,TAMIL NADU,1533
S22108,NOTA,None of the Above,UDHAGAMANDALAM,TAMIL NADU,1525
S2231,NOTA,None of the Above,TAMBARAM,TAMIL NADU,1512
S22199,NOTA,None of the Above,PERIYAKULAM,TAMIL NADU,1506
S22128,NOTA,None of the Above,ODDANCHATRAM,TAMIL NADU,1491
S228,NOTA,None of the Above,AMBATTUR,TAMIL NADU,1490
S22210,S SURESH KASINI VENTHAN,All India Forward Bloc,TIRUVADANAI,TAMIL NADU,1482
S227,NOTA,None of the Above,MADURAVOYAL,TAMIL NADU,1462
S22154,SURENDAR. R,Tamizhaga Vaazhvurimai Katchi,PANRUTI,TAMIL NADU,1449
S2284,NOTA,None of the Above,OMALUR,TAMIL NADU,1433
S22115,NOTA,None of the Above,PALLADAM,TAMIL NADU,1417
S22104,NOTA,None of the Above,BHAVANI,TAMIL NADU,1409
S22171,STALIN MA KA,Independent,KUMBAKONAM,TAMIL NADU,1405
S2232,NOTA,None of the Above,CHENGALPATTU,TAMIL NADU,1395
S229,NOTA,None of the Above,MADAVARAM,TAMIL NADU,1394
S22213,C. PONPANDI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,VILATHIKULAM,TAMIL NADU,1380
S22222,S.THIRUMALAI KUMAR,Puthiya Tamilagam,TENKASI,TAMIL NADU,1365
S22116,NOTA,None of the Above,SULUR,TAMIL NADU,1353
S22121,NOTA,None of the Above,SINGANALLUR,TAMIL NADU,1346
