constituency_code,candidate,party,constituency,state,votes
U079,B. GANESHAMOURTHY,Independent,THATTANCHAVADY,PUDUCHERRY,89
U0710,V. RADJARAM,Independent,KAMARAJ NAGAR,PUDUCHERRY,88
U0711,CHANDRASEGARAN,Independent,LAWSPET,PUDUCHERRY,88
U0717,R. SHANMUGAM,Independent,NELLITHOPE,PUDUCHERRY,88
U074,SATHIYAMOORTHY .G,Tamilaga Makkal Thannurimai Katchi,MANGALAM,PUDUCHERRY,83
U075,V.KRISHNAMOORTHY,Pattali Makkal Katchi,VILLIANUR,PUDUCHERRY,82
U0717,JANAKIRAMAN,Pattali Makkal Katchi,NELLITHOPE,PUDUCHERRY,80
U078,E. VADIVEL,Pattali Makkal Katchi,INDIRA NAGAR,PUDUCHERRY,78
U0730,GIDDI BALARAM,Independent,YANAM,PUDUCHERRY,78
U0725,ANTHO. JOHN PEETTER,Independent,THIRUNALLAR,PUDUCHERRY,77
U075,SHAKUL HAMED,Independent,VILLIANUR,PUDUCHERRY,77
U0718,GOPALAKRISHNAN,Pattali Makkal Katchi,MUDALIARPET,PUDUCHERRY,76
U079,BANGARAMMAL KARUNAKARAN,Independent,THATTANCHAVADY,PUDUCHERRY,73
U0728,VAIDEGI,Independent,NERAVY-T.R.PATTINAM,PUDUCHERRY,73
U0726,SHAJAHAN,Independent,KARAIKAL NORTH,PUDUCHERRY,72
U0723,M. VENGATESAN,Independent,BAHOUR,PUDUCHERRY,69
U0729,ASHOKAN.  M,Independent,MAHE,PUDUCHERRY,63
U074,G. MATHIYALAGAN,Pattali Makkal Katchi,MANGALAM,PUDUCHERRY,62
U0725,CHANDRAMOULISWARAR A.R.,Tamilaga Makkal Thannurimai Katchi,THIRUNALLAR,PUDUCHERRY,62
U0722,P AMUDHAVAN,Independent,NETTAPAKKAM,PUDUCHERRY,62
U0719,L. MANIVANNAN,Independent,ARIANKUPPAM,PUDUCHERRY,61
U0720,G.GANAPATHY,Aanaithinthiya Jananayaka Pathukappu Kazhagam,MANAVELY,PUDUCHERRY,61
U0712,OUTTRADAME,Pattali Makkal Katchi,KALAPET,PUDUCHERRY,61
U072,S. T. CALE,Independent,THIRUBHUVANAI,PUDUCHERRY,59
U072,D. ATHILAKSHMI,Independent,THIRUBHUVANAI,PUDUCHERRY,59
U0720,RAJARAM,Pattali Makkal Katchi,MANAVELY,PUDUCHERRY,58
U0719,VENKATESH BABU,Independent,ARIANKUPPAM,PUDUCHERRY,57
U071,G. ACHUDHAN,Pattali Makkal Katchi,MANNADIPET,PUDUCHERRY,57
