party
Aanaithinthiya Jananayaka Pathukappu Kazhagam
All India Anna Dravida Munnetra Kazhagam
All India N.R. Congress
All India Puratchi Thalaivar Makkal Munnettra Kazhagam
Anna Makkal Katchi
Bharatiya Janata Party
Communist Party of India
Communist Party of India (Marxist)
Desa Makkal Munnetrak Kazhagam
Dravida Munnetra Kazhagam
Independent
Indian National Congress
Indian Union Muslim League
Latchiya Jananayaka Katchi (LJK)
Loktantrik Janta Dal
Naadaalum Makkal Katchi
Naam Tamilar Katchi
Neyam Makkal Kazhagam
None of the Above
Parivartan Rajniti Party
Pattali Makkal Katchi
Rashtriya Samaj Dal (R)
Socialist Unity Centre Of India (COMMUNIST)
Tamilaga Makkal Thannurimai Katchi
Tamilaga Vettri Kazhagam
Viduthalai Chiruthaigal Katchi
