STATE,CANDIDATE,CONSTITUENCY_COUNT
"JAMMU & KASHMIR","MOHMAD YASEEN BHAT",1
"JAMMU & KASHMIR","MOHSIN IMTIYAZ",1
"JAMMU & KASHMIR","MOHSIN SHAFQAT MIR",1
"JAMMU & KASHMIR","MOOL RAJ",1
"JAMMU & KASHMIR","MS KAJAL",1
"JAMMU & KASHMIR","MUBARIK GUL",1
"JAMMU & KASHMIR","MUDASIR AHMAD BHAT",1
"JAMMU & KASHMIR","MUDASIR AHMAD BHAT",1
"JAMMU & KASHMIR","MUDASIR AHMAD SHAH",1
"JAMMU & KASHMIR","MUDASIR AKBAR SHAH",1
"JAMMU & KASHMIR","MUDASSIR AZMAT",1
"JAMMU & KASHMIR","MUDASSIR MANZOOR",1
"JAMMU & KASHMIR","MUDDASIR HASSAN",1
"JAMMU & KASHMIR","MUDDASIR RASHID BAZAZ",1
"JAMMU & KASHMIR","MUHAMMAD IRFAN SHAH",1
"JAMMU & KASHMIR","MUKHTAR AHMAD DAR",1
"JAMMU & KASHMIR","MULA RAM",1
"JAMMU & KASHMIR","MUMTAZ AHMED",1
"JAMMU & KASHMIR","MUNAZAR AHMED MALIK",1
"JAMMU & KASHMIR","MUNEER AHMAD MIR",1
"JAMMU & KASHMIR","MUNIR AHMAD",1
"JAMMU & KASHMIR","MUNIR AHMAD KHAN",1
"JAMMU & KASHMIR","MURSALEEN AAJIR",1
"JAMMU & KASHMIR","MURTAZA AHMED KHAN",1
"JAMMU & KASHMIR","MUSAIB HASSAN LONE",1
"JAMMU & KASHMIR","MUSHTAQ AHMAD CHANGA",1
"JAMMU & KASHMIR","MUSHTAQ AHMAD KHAN",1
"JAMMU & KASHMIR","MUSHTAQ AHMAD LONE",1
"JAMMU & KASHMIR","MUSHTAQ AHMED SHAH BUKHARI",1
"JAMMU & KASHMIR","MUSHTAQ GUROO",1
"JAMMU & KASHMIR","MUZAFAR AHMAD DAR",1
"JAMMU & KASHMIR","MUZAFAR HUSSAIN BAIG",1
"JAMMU & KASHMIR","MUZAFFAR HUSSAIN DAR",1
"JAMMU & KASHMIR","MUZAFFAR IQBAL KHAN",1
"JAMMU & KASHMIR","MUZZAFAR SHAH",1
"JAMMU & KASHMIR","NADEEM AHMED KHAN",1
"JAMMU & KASHMIR","NADEEM SHARIEF",1
"JAMMU & KASHMIR","NANAJI DEMBI",1
"JAMMU & KASHMIR","NARESH KUMAR CHIB",1
"JAMMU & KASHMIR","NARINDER SHARMA",1
"JAMMU & KASHMIR","NARINDER SINGH",1
"JAMMU & KASHMIR","NASEER AHMAD AWAN",1
"JAMMU & KASHMIR","NASEER AHMAD LONE",1
"JAMMU & KASHMIR","NASEER AHMAD RATHER",1
"JAMMU & KASHMIR","NASIR ALI KOCHAK",1
"JAMMU & KASHMIR","NASIR ASLAM WANI",1
"JAMMU & KASHMIR","NASIR HUSSAIN SHEIKH",1
"JAMMU & KASHMIR","NAZIR AHMAD",1
"JAMMU & KASHMIR","NAZIR AHMAD BHAT",1
"JAMMU & KASHMIR","NAZIR AHMAD GILKAR",1
"JAMMU & KASHMIR","NAZIR AHMAD KHAN",1
"JAMMU & KASHMIR","NAZIR AHMAD KHAN",1
"JAMMU & KASHMIR","NAZIR AHMAD KHAN",1
"JAMMU & KASHMIR","NAZIR AHMAD LAWAY",1
"JAMMU & KASHMIR","NAZIR AHMAD SOFI",1
"JAMMU & KASHMIR","NAZIR AHMAD WANI",1
"JAMMU & KASHMIR","NAZIR AHMED NAJAR",1
"JAMMU & KASHMIR","NAZIR HUSSAIN",1
"JAMMU & KASHMIR","NEERAJ KUNDAN",1
"JAMMU & KASHMIR","NIGHAT PARVEEN",1
"JAMMU & KASHMIR","NILOFAR SAJJAD GANDRU",1
"JAMMU & KASHMIR","NISAR AHMAD DAR",1
"JAMMU & KASHMIR","NISAR AHMAD LONE",1
"JAMMU & KASHMIR","NISAR AHMAD MIR",1
"JAMMU & KASHMIR","NISAR AHMAD PAL",1
"JAMMU & KASHMIR","NISAR AHMAD WANI",1
"JAMMU & KASHMIR","NISAR HUSSAIN DAR",1
"JAMMU & KASHMIR","NISSAR AHMED DAR",1
"JAMMU & KASHMIR","NIZAM UDDIN BHAT",1
"JAMMU & KASHMIR","NIZAMUDDIN BHAT",1
"JAMMU & KASHMIR","NOOR MOHAMMAD SHEIKH",1
"JAMMU & KASHMIR","NOOR MOHD",1
"JAMMU & KASHMIR","OM PRAKASH GUPTA",1
"JAMMU & KASHMIR","OMAR MAJEED WANI",1
"JAMMU & KASHMIR","OVAIS MUSHTAQ",1
"JAMMU & KASHMIR","OWAIS ABASS",1
"JAMMU & KASHMIR","OWAIS ASHRAF SHAH",1
"JAMMU & KASHMIR","PANKAJ KUMAR",1
"JAMMU & KASHMIR","PANKAJ KUMAR RAINA",1
"JAMMU & KASHMIR","PARAMVEER SINGH",1
"JAMMU & KASHMIR","PARDEEP KUMAR",1
"JAMMU & KASHMIR","PARSHOTAM SINGH",1
"JAMMU & KASHMIR","PARTAP KRISHAN SHARMA",1
"JAMMU & KASHMIR","PARVAIZ AHMAD HAJAM",1
"JAMMU & KASHMIR","PARVEZ JAMAL",1
"JAMMU & KASHMIR","PAVNEET KOUR",1
"JAMMU & KASHMIR","PAWAN KHAJURIA",1
"JAMMU & KASHMIR","PAWAN KUMAR GUPTA",1
"JAMMU & KASHMIR","PAYARE LAL SHARMA",1
"JAMMU & KASHMIR","PEER BILAL AHMAD",1
"JAMMU & KASHMIR","PEERZADA FEROZE AHAMAD",1
"JAMMU & KASHMIR","PEERZADA MOHAMMAD SYED",1
"JAMMU & KASHMIR","PINKI DEVI",1
"JAMMU & KASHMIR","PINTY DEVI",1
"JAMMU & KASHMIR","PIRZADA FAROOQ AHMED SHAH",1
"JAMMU & KASHMIR","PIRZADA FIRDOUS AHMAD",1
"JAMMU & KASHMIR","POOJA THAKUR",1
"JAMMU & KASHMIR","PREM PAL",1
"JAMMU & KASHMIR","PRINCE PARVEZ",1
"JAMMU & KASHMIR","PRIYANKA SHARMA",1
"JAMMU & KASHMIR","PUSHP SHABALYA",1
"JAMMU & KASHMIR","PUSHVINDER SINGH",1
"JAMMU & KASHMIR","QAISER SULTAN GANAIE",1
"JAMMU & KASHMIR","QAMAR HUSSAIN",1
"JAMMU & KASHMIR","QAYSAR JAMSHAID LONE",1
"JAMMU & KASHMIR","QAZI MOHD IRSHAD",1
"JAMMU & KASHMIR","QAZI MUBISHER FAROOQ",1
"JAMMU & KASHMIR","RAFAQAT AJAZ",1
"JAMMU & KASHMIR","RAFI AHMED MIR",1
"JAMMU & KASHMIR","RAFIQ AHMAD KUNROO",1
"JAMMU & KASHMIR","RAFIQ AHMAD NAIK",1
"JAMMU & KASHMIR","RAJ KUMAR",1
"JAMMU & KASHMIR","RAJ KUMAR",1
"JAMMU & KASHMIR","RAJ KUMAR",1
"JAMMU & KASHMIR","RAJ KUMAR CHALOTRA",1
"JAMMU & KASHMIR","RAJ KUMAR LALOTRA",1
"JAMMU & KASHMIR","RAJ SINGH",1
"JAMMU & KASHMIR","RAJ SINGH",1
"JAMMU & KASHMIR","RAJA ABDUL WAHEED",1
"JAMMU & KASHMIR","RAJA MANZOOR AHMAD KHAN",1
"JAMMU & KASHMIR","RAJAN JAMWAL",1
"JAMMU & KASHMIR","RAJAT GUPTA",1
"JAMMU & KASHMIR","RAJEEV KUMAR",1
"JAMMU & KASHMIR","RAJEEV SHARMA",1
"JAMMU & KASHMIR","RAJESH GONDHI",1
"JAMMU & KASHMIR","RAJESH GUPTA",1
"JAMMU & KASHMIR","RAJESH KUMAR",1
"JAMMU & KASHMIR","RAJESH KUMAR PARGOTRA",1
"JAMMU & KASHMIR","RAJINDER SINGH",1
"JAMMU & KASHMIR","RAJIV JASROTIA",1
"JAMMU & KASHMIR","RAKESH GOSWAMI",1
"JAMMU & KASHMIR","RAKESH KUMAR",1
"JAMMU & KASHMIR","RAKESH KUMAR",1
"JAMMU & KASHMIR","RAKESH SINGH THAKUR",1
"JAMMU & KASHMIR","RAMAN BHALLA",1
"JAMMU & KASHMIR","RAMAN KUMAR",1
"JAMMU & KASHMIR","RANBIR SINGH PATHANIA",1
"JAMMU & KASHMIR","RANDHIR SINGH",1
"JAMMU & KASHMIR","RAQIA AKHTER",1
"JAMMU & KASHMIR","RAQUIB-UL-RASHID BUDHA",1
"JAMMU & KASHMIR","RAVI DUTT",1
"JAMMU & KASHMIR","RAVI KUMAR",1
"JAMMU & KASHMIR","RAVINDER RAINA",1
"JAMMU & KASHMIR","RAWOOF AHMAD PADDER",1
"JAMMU & KASHMIR","REENA CHOUDHARY",1
"JAMMU & KASHMIR","REHANA BEGUM",1
"JAMMU & KASHMIR","REYAZ AHMAD BATANA",1
"JAMMU & KASHMIR","REYAZ AHMAD BHAT",1
"JAMMU & KASHMIR","REYAZ AHMAD KHAN",1
"JAMMU & KASHMIR","REYAZ AHMAD SHEIKH",1
"JAMMU & KASHMIR","REYAZ MAJID SOFI",1
"JAMMU & KASHMIR","RIAZ AHMED",1
"JAMMU & KASHMIR","RISHI KAUL",1
"JAMMU & KASHMIR","RIYAZ AHMAD BHAT",1
"JAMMU & KASHMIR","RIYAZ AHMAD GORSI",1
"JAMMU & KASHMIR","RIYAZ AHMAD MIR",1
"JAMMU & KASHMIR","RIYAZ AHMAD SOFI",1
"JAMMU & KASHMIR","RIZWAN ILLAHI PARVAIZ",1
"JAMMU & KASHMIR","ROHIT SHARMA",1
"JAMMU & KASHMIR","ROMESH CHANDER VERMA",1
"JAMMU & KASHMIR","ROOP LAL",1
"JAMMU & KASHMIR","ROSHAN HUSSAIN KHAN GOJAR",1
"JAMMU & KASHMIR","ROUF AHMAD BHAT",1
"JAMMU & KASHMIR","RUBINA AKHTER",1
"JAMMU & KASHMIR","RYDHAM PREET SINGH SUDAN",1
"JAMMU & KASHMIR","SABIHA BEGUM",1
"JAMMU & KASHMIR","SAFINA BAIG",1
"JAMMU & KASHMIR","SAHEER AHMAD RATHER",1
"JAMMU & KASHMIR","SAHIL BHARTI",1
"JAMMU & KASHMIR","SAHIL GANDOTRA",1
"JAMMU & KASHMIR","SAHIL MANHAS",1
"JAMMU & KASHMIR","SAHIL SHARMA",1
"JAMMU & KASHMIR","SAIF UD DIN BHAT",1
"JAMMU & KASHMIR","SAIFULLAH MIR",1
"JAMMU & KASHMIR","SAJAD AHMAD DAR",1
"JAMMU & KASHMIR","SAJAD KHAN",1
"JAMMU & KASHMIR","SAJAD SHAHEEN",1
"JAMMU & KASHMIR","SAJAD SUBHAN RATHER",1
"JAMMU & KASHMIR","SAJAWAL SHAH",1
"JAMMU & KASHMIR","SAJID AHMAD MIR",1
"JAMMU & KASHMIR","SAJJAD AHMED KICHLOO",1
"JAMMU & KASHMIR","SAJJAD SHAFI",1
"JAMMU & KASHMIR","SAKEENA MASOOD",1
"JAMMU & KASHMIR",SALEEMA,1
"JAMMU & KASHMIR","SALMAN NISAR",1
"JAMMU & KASHMIR","SALMAN RABBANI",1
"JAMMU & KASHMIR","SALMAN SAGAR",1
"JAMMU & KASHMIR","SAMEER AHMAD PARRAY",1
"JAMMU & KASHMIR","SAMEER AHMED BHAT",1
"JAMMU & KASHMIR","SANDEEP KUMAR SARMAL",1
"JAMMU & KASHMIR","SANDEEP MAJOTRA",1
"JAMMU & KASHMIR","SANDEEP SINGH SAMBYAL",1
"JAMMU & KASHMIR","SANDESH KUMAR",1
"JAMMU & KASHMIR","SANJAY KUMAR",1
"JAMMU & KASHMIR","SANJAY PARVA",1
"JAMMU & KASHMIR","SANJEEV KUMAR",1
"JAMMU & KASHMIR","SANJEEV KUMAR",1
"JAMMU & KASHMIR","SANJEEV LUTHRA",1
"JAMMU & KASHMIR","SANJU KUMAR",1
"JAMMU & KASHMIR","SANTOSH LABROO",1
"JAMMU & KASHMIR","SAQUIB RAHMAN MAKHDOOMI",1
"JAMMU & KASHMIR","SARFRAZ SAFDER",1
"JAMMU & KASHMIR","SAT PAUL",1
"JAMMU & KASHMIR","SATISH KUMAR SHARMA",1
"JAMMU & KASHMIR","SATISH MOHAN",1
"JAMMU & KASHMIR","SATISH SHARMA",1
"JAMMU & KASHMIR","SAWTANTER BHARAT BAKSHI",1
"JAMMU & KASHMIR","SAYAR AHMAD RESHI",1
"JAMMU & KASHMIR","SAYED NISAR GEELANI",1
"JAMMU & KASHMIR",SHABIR,1
"JAMMU & KASHMIR","SHABIR AHMAD GANIE",1
"JAMMU & KASHMIR","SHABIR AHMAD KULLAY",1
"JAMMU & KASHMIR","SHABIR AHMAD LONE",1
"JAMMU & KASHMIR","SHABIR AHMAD MALIK",1
"JAMMU & KASHMIR","SHABIR AHMAD MIR",1
"JAMMU & KASHMIR","SHABIR AHMAD NAJAR",1
"JAMMU & KASHMIR","SHABIR AHMAD PADDER",1
"JAMMU & KASHMIR","SHABIR AHMAD SEDIQUI",1
"JAMMU & KASHMIR","SHABIR AHMAD SHAH",1
"JAMMU & KASHMIR","SHABIR AHMAD SHAH",1
"JAMMU & KASHMIR","SHABIR AHMAD WANI",1
"JAMMU & KASHMIR","SHABIR AHMED MIR",1
"JAMMU & KASHMIR","SHABIR CHOWDHARY",1
"JAMMU & KASHMIR","SHADAB SHAHEEN",1
"JAMMU & KASHMIR","SHADIB HANIEF KHAN",1
"JAMMU & KASHMIR","SHAFEEQA BEGUM",1
"JAMMU & KASHMIR","SHAFI AHMAD WANI",1
"JAMMU & KASHMIR","SHAGUN PARIHAR",1
"JAMMU & KASHMIR","SHAH MOHD",1
"JAMMU & KASHMIR","SHAH MOHD TANTRAY",1
"JAMMU & KASHMIR","SHAHID HASSAN",1
"JAMMU & KASHMIR","SHAHID HUSSAIN MIR",1
"JAMMU & KASHMIR","SHAHNAZ HUSSAIN SHAH",1
"JAMMU & KASHMIR","SHAIR ZAMAN DEEDAD",1
"JAMMU & KASHMIR","SHAK MOHD",1
"JAMMU & KASHMIR","SHAKTI RAJ PARIHAR",1
"JAMMU & KASHMIR","SHAM LAL",1
"JAMMU & KASHMIR","SHAM LAL DOGRA",1
"JAMMU & KASHMIR","SHAM LAL SHARMA",1
"JAMMU & KASHMIR","SHAM SINGH",1
"JAMMU & KASHMIR","SHAMIM AHMED",1
"JAMMU & KASHMIR","SHAMIM FIRDOUS",1
"JAMMU & KASHMIR","SHASHI KANT KHAJURIA",1
"JAMMU & KASHMIR","SHAZAD AHMED MALIK",1
"JAMMU & KASHMIR","SHEEBAN ASHAI",1
"JAMMU & KASHMIR","SHEIKH AHSAN AHMED",1
"JAMMU & KASHMIR","SHEIKH FIDA HUSSAIN",1
"JAMMU & KASHMIR","SHEIKH GOWHER ALI",1
"JAMMU & KASHMIR","SHEIKH IMRAN",1
"JAMMU & KASHMIR","SHEIKH MASOODI JOHN",1
"JAMMU & KASHMIR","SHEIKH MEHBOOB IQBAL",1
"JAMMU & KASHMIR","SHEIKH MOHAMMAD RAFI",1
"JAMMU & KASHMIR","SHEIKH MUNEEB",1
"JAMMU & KASHMIR","SHEIKH RIAZ AHMED",1
"JAMMU & KASHMIR","SHEIKH SARWAR HUSSAIN",1
"JAMMU & KASHMIR","SHEIKH ZAFARRULAH",1
"JAMMU & KASHMIR","SHIKHA BANDRAL",1
"JAMMU & KASHMIR","SHIV DEV SHARMA",1
"JAMMU & KASHMIR","SHIV DEV SINGH",1
"JAMMU & KASHMIR","SHOAIB NABI LONE",1
"JAMMU & KASHMIR","SHOWKAT AHMAD BHAT",1
"JAMMU & KASHMIR","SHOWKAT HUSSAIN GANIE",1
"JAMMU & KASHMIR","SHOWKET AHMAD BHAT",1
"JAMMU & KASHMIR","SHOWKET AHMED WANI",1
"JAMMU & KASHMIR","SHOWKET HUSSAIN MIR",1
"JAMMU & KASHMIR","SHRI KANT",1
"JAMMU & KASHMIR","SHUIAB MOHD SHIEKH",1
"JAMMU & KASHMIR","SOBAT ALI",1
"JAMMU & KASHMIR","SOFI MOHAMMAD AKBAR",1
"JAMMU & KASHMIR","SOFI YOUSIF",1
"JAMMU & KASHMIR","SOM NATH",1
"JAMMU & KASHMIR","SUBASH CHANDER",1
"JAMMU & KASHMIR","SUBASH CHANDER",1
"JAMMU & KASHMIR","SUDARSHAN SINGH",1
"JAMMU & KASHMIR","SUDESH KUMAR",1
"JAMMU & KASHMIR","SUHAIL AHMAD MIR",1
"JAMMU & KASHMIR","SUHIL AHMAD BHAT",1
"JAMMU & KASHMIR","SULAKSHNA KHAJURIA",1
"JAMMU & KASHMIR","SUMEET MAGOTRA",1
"JAMMU & KASHMIR","SUMIT KUMAR",1
"JAMMU & KASHMIR","SUMIT SHARMA",1
"JAMMU & KASHMIR","SUNIL BHARDWAJ",1
"JAMMU & KASHMIR","SUNIL KUMAR SHARMA",1
"JAMMU & KASHMIR","SUNIL SINGH",1
"JAMMU & KASHMIR","SUNIL VERMA",1
"JAMMU & KASHMIR","SUNITA TURKI",1
"JAMMU & KASHMIR","SUNNY KANT CHIB",1
"JAMMU & KASHMIR","SURAJ SINGH PARIHAR",1
"JAMMU & KASHMIR","SURESH KUMAR",1
"JAMMU & KASHMIR","SURINDER KUMAR",1
"JAMMU & KASHMIR","SURINDER KUMAR",1
"JAMMU & KASHMIR","SURINDER KUMAR ATTRI",1
"JAMMU & KASHMIR","SURINDER KUMAR CHOUDHARY",1
"JAMMU & KASHMIR","SURINDER SINGH",1
"JAMMU & KASHMIR","SURINDER SINGH",1
"JAMMU & KASHMIR","SURJEET SINGH",1
"JAMMU & KASHMIR","SURJEET SINGH SLATHIA",1
"JAMMU & KASHMIR","SUTEESH KUMAR",1
"JAMMU & KASHMIR","SWARN KUMAR",1
"JAMMU & KASHMIR","SWARN LAL",1
"JAMMU & KASHMIR","SWARN VEER SINGH JARAL",1
"JAMMU & KASHMIR","SYED ABAS HUSSAIN",1
"JAMMU & KASHMIR","SYED AMEER SUHAIL",1
"JAMMU & KASHMIR","SYED BASHARAT AHMED BUKHARI",1
"JAMMU & KASHMIR","SYED BASHARAT HUSSAIN",1
"JAMMU & KASHMIR","SYED BASHIR AHMAD",1
"JAMMU & KASHMIR","SYED FAHED ANDRABI",1
"JAMMU & KASHMIR","SYED FIDA HUSSAIN MOOSVI",1
"JAMMU & KASHMIR","SYED GHULAM NABI BUKHARI",1
"JAMMU & KASHMIR","SYED JAMAT ALI SHAH",1
"JAMMU & KASHMIR","SYED MOHAMMAD",1
"JAMMU & KASHMIR","SYED MOHAMMAD ALTAF BUKHARI",1
"JAMMU & KASHMIR","SYED PEERZADA WAJAHAT HUSSAIN",1
"JAMMU & KASHMIR","SYED SHAFAT QAZMI",1
"JAMMU & KASHMIR","SYED SHOWKAT GAYOOR ANDRABI",1
"JAMMU & KASHMIR","SYED TAJAMUL ALI",1
"JAMMU & KASHMIR","SYED TAJAMUL ISLAM",1
"JAMMU & KASHMIR","SYEED ABRAR AHMAD SHAH",1
"JAMMU & KASHMIR","TAFAZUL MUSHTAQ",1
"JAMMU & KASHMIR","TAHIR AHMAD RATHER",1
"JAMMU & KASHMIR","TAHIR MANSOOR ZARGAR",1
"JAMMU & KASHMIR","TAHIR SALMANI",1
"JAMMU & KASHMIR","TAJ MOHI UD DIN",1
"JAMMU & KASHMIR","TAJAMUL HAMID",1
"JAMMU & KASHMIR","TALAT MAJID ALIE",1
"JAMMU & KASHMIR","TANVEER FATIMA",1
"JAMMU & KASHMIR","TANVEER HUSSAIN",1
"JAMMU & KASHMIR","TANVEER HUSSAIN PATHAN",1
"JAMMU & KASHMIR","TANVIR SADIQ",1
"JAMMU & KASHMIR","TARA CHAND",1
"JAMMU & KASHMIR","TARANJIT SINGH TONY",1
"JAMMU & KASHMIR","TARAQ HUSSAIN KEEN",1
"JAMMU & KASHMIR","TARIQ AHMAD SHEIKH",1
"JAMMU & KASHMIR","TARIQ AHMAD ZARGAR",1
"JAMMU & KASHMIR","TARIQ HAMEED KARRA",1
"JAMMU & KASHMIR","TARIQ HUSSAIN",1
"JAMMU & KASHMIR","TARSEM LAL KHULLAR",1
"JAMMU & KASHMIR","TASADIQ HUSSAIN",1
"JAMMU & KASHMIR","TAWSEEF NISAR",1
"JAMMU & KASHMIR","TEJINDER SINGH",1
"JAMMU & KASHMIR","TILAK RAJ",1
"JAMMU & KASHMIR","TILAK RAJ",1
"JAMMU & KASHMIR","TILAK RAJ SHAN",1
"JAMMU & KASHMIR","TOUSEEF MEHRAJ RAINA",1
"JAMMU & KASHMIR","TRANTER SINGH",1
"JAMMU & KASHMIR","UDESH PAUL SHARMA",1
"JAMMU & KASHMIR","UMAR FAROOQ PARRY",1
"JAMMU & KASHMIR","UMAR HAMID MALLA",1
"JAMMU & KASHMIR","USHA DEVI",1
"JAMMU & KASHMIR","USMAN ABDUL MAJID",1
"JAMMU & KASHMIR","UTTAM CHAND",1
"JAMMU & KASHMIR","VARINDER SINGH",1
"JAMMU & KASHMIR","VIBOD KUMAR",1
"JAMMU & KASHMIR","VICKY KUMAR DOGRA",1
"JAMMU & KASHMIR","VIJAY KUMAR",1
"JAMMU & KASHMIR","VIJAY KUMAR",1
"JAMMU & KASHMIR","VIKAR RASOOL WANI",1
"JAMMU & KASHMIR","VIKRAM RANDHAWA",1
"JAMMU & KASHMIR","VIKRAM RATHORE",1
"JAMMU & KASHMIR","VINOD KUMAR",1
"JAMMU & KASHMIR","VINOD KUMAR",1
"JAMMU & KASHMIR","VINOD KUMAR",1
"JAMMU & KASHMIR","VIR JI SARAF",1
"JAMMU & KASHMIR","VISHAL KUMAR",1
"JAMMU & KASHMIR","VISHAL SALGOTRA",1
"JAMMU & KASHMIR","WAHEED UR REHMAN PARA",1
"JAMMU & KASHMIR","WAQAR UL HAQ KHAN",1
"JAMMU & KASHMIR","WARIS ABDULLAH DAR",1
"JAMMU & KASHMIR","WASEEM AHMED SHALLA",1
"JAMMU & KASHMIR","WASEEM HABIB GANAIE",1
"JAMMU & KASHMIR","WASEEM HAYAT",1
"JAMMU & KASHMIR","WASIM GULZAR",1
"JAMMU & KASHMIR","WAZIR AHMAD QURESHI",1
"JAMMU & KASHMIR","YASH PAUL KUNDAL",1
"JAMMU & KASHMIR","YASHU VARDHAN SINGH",1
"JAMMU & KASHMIR","YASIR RESHI",1
"JAMMU & KASHMIR","YASIR SHAFI MATTO",1
"JAMMU & KASHMIR","YAWAR AHMAD MIR",1
"JAMMU & KASHMIR","YAWAR SHAFI BANDAY",1
"JAMMU & KASHMIR","YOGESH SAWHNEY",1
"JAMMU & KASHMIR","YOGINDER SINGH",1
"JAMMU & KASHMIR","YOUNIS QAWAM",1
"JAMMU & KASHMIR","YUDHVIR SETHI",1
"JAMMU & KASHMIR","ZAFAR ALI KHATANA",1
"JAMMU & KASHMIR","ZAFFER HABIB DAR",1
"JAMMU & KASHMIR","ZAHID AHMAD SHAH",1
"JAMMU & KASHMIR","ZAHID HUSSAIN JAN",1
"JAMMU & KASHMIR","ZAHID IQBAL",1
"JAMMU & KASHMIR","ZAHID MUSHTAQ SHEIKH",1
"JAMMU & KASHMIR","ZAHOOR AHMAD MALIK",1
"JAMMU & KASHMIR","ZAHOOR AHMAD MIR",1
"JAMMU & KASHMIR","ZAMAN IRSHAD PARRY",1
"JAMMU & KASHMIR","ZUHAIB YOUSF MIR",1
