STATE,CANDIDATE,CONSTITUENCY_COUNT
"NEW DELHI","SUMAN SHARMA",1
"NEW DELHI","SUMESH GUPTA",1
"NEW DELHI","SUMESH SHOKEEN",1
"NEW DELHI","SUMIT SHARMA",1
"NEW DELHI","SUNDER LOHIYA",1
"NEW DELHI","SUNIL KAIN",1
"NEW DELHI","SUNIL KUMAR",1
"NEW DELHI","SUNIL KUMAR KUKREJA",1
"NEW DELHI","SUNIL KUMAR VYATHIT",1
"NEW DELHI","SUNITA SHEKHAR CHAWARIYA",1
"NEW DELHI","SUNNY KUMAR",1
"NEW DELHI","SURENDER BHARDWAJ",1
"NEW DELHI","SURENDER KUMAR",1
"NEW DELHI","SURENDER KUMAR",1
"NEW DELHI","SURENDER PAL",1
"NEW DELHI","SURENDER SINGH",1
"NEW DELHI","SURENDER SINGH VISHWAKARMA",1
"NEW DELHI","SURENDRA KUMAR",1
"NEW DELHI","SURENDRA SINGH BASOYA",1
"NEW DELHI","SURESH PAL JAINTH",1
"NEW DELHI","SURESHPAL JAINTH",1
"NEW DELHI",SURESHVATI,1
"NEW DELHI","SURINDER KUMAR SETIA",1
"NEW DELHI","SURINDER PAL SINGH (BITTOO)",1
"NEW DELHI","SURYA PRAKASH KHATRI",1
"NEW DELHI","SUSHANT MISHRA",1
"NEW DELHI","SUSHMA DEVI YADAV",1
"NEW DELHI","SYED MUNEEB",1
"NEW DELHI",TAMANA,1
"NEW DELHI","TANYA SINGH",1
"NEW DELHI","TARUN KUMAR",1
"NEW DELHI","TARUN KUMAR",1
"NEW DELHI","TARUN KUMAR SHARMA",1
"NEW DELHI","TARVINDER SINGH MARWAH",1
"NEW DELHI","TEJ RAM",1
"NEW DELHI","TIKRAJ SINGH",1
"NEW DELHI","TILAK RAM GUPTA",1
"NEW DELHI",UMANG,1
"NEW DELHI","UMANG BAJAJ",1
"NEW DELHI","UMESH CHAUHAN",1
"NEW DELHI","UMESH RATHOR",1
"NEW DELHI","VEER SINGH DHINGAN",1
"NEW DELHI",VICKY,1
"NEW DELHI","VIDHAYAK VIRENDRA PRADHAN GURJAR",1
"NEW DELHI","VIDYA PATTI",1
"NEW DELHI","VIJAY KR. AGGARWAL",1
"NEW DELHI","VIJAY KUMAR",1
"NEW DELHI","VIJAY KUMAR",1
"NEW DELHI","VIJAY KUMAR JHA",1
"NEW DELHI","VIJAY KUMAR SHARMA",1
"NEW DELHI","VIJAY LAL TAMTA",1
"NEW DELHI","VIJENDER GUPTA",1
"NEW DELHI",VIKAS,1
"NEW DELHI","VIKAS BAGGA CA",1
"NEW DELHI","VIKAS BHARDWAJ",1
"NEW DELHI","VIKAS TYAGI",1
"NEW DELHI","VIMAL KUMAR SAXENA",1
"NEW DELHI","VINAY CHAUDHARI",1
"NEW DELHI","VINAY MISHRA",1
"NEW DELHI","VINEET YADAV",1
"NEW DELHI","VINOD KAPOOR",1
"NEW DELHI","VINOD KUMAR CHAUHAN",1
"NEW DELHI",VIRENDER,1
"NEW DELHI","VIRENDER SINGH",1
"NEW DELHI","VIRENDER SINGH KADIAN",1
"NEW DELHI",VISHAL,1
"NEW DELHI","VISHAL GUPTA",1
"NEW DELHI","VISHAL SAHNI",1
"NEW DELHI","VISHAL SANGWAN",1
"NEW DELHI","VISHAL SHARMA",1
"NEW DELHI","VISHAL SINGH",1
"NEW DELHI","VISHESH KUMAR",1
"NEW DELHI","VISHESH RAVI",1
"NEW DELHI","VIVEK GIRI",1
"NEW DELHI","WASIM AKRAM",1
"NEW DELHI","YATENDER SHARMA",1
"NEW DELHI",YOGENDER,1
"NEW DELHI","YOGENDER SINGH ALIAS YOGI MATHUR",1
"NEW DELHI","YOGESH KUMAR",1
"NEW DELHI","YOGESH KUMAR SHARMA",1
"NEW DELHI","YOGESH SWAMI",1
"NEW DELHI","YOGESH SWAMY",1
"NEW DELHI","YOGESHWAR SINGH BISHT",1
"NEW DELHI",ZAINUDDIN,1
