constituency_code,candidate,party,constituency,state,votes
S114,M BALRAJ,Bharatiya Janata Party,KANHANGAD,KERALA,27063
S11100,ADV. GEORGE KURIAN,Bharatiya Janata Party,KANJIRAPPALLY,KERALA,26984
S113,MANULAL M,Bharatiya Janata Party,UDMA,KERALA,26899
S1129,ADV.  PRAKASHBABU,Bharatiya Janata Party,BEYPORE,KERALA,26543
S11115,ADV. PANDALAM PRATHAPAN,Bharatiya Janata Party,ADOOR,KERALA,26337
S1165,ADV. T.S ULLAS BABU,Bharatiya Janata Party,WADAKKANCHERY,KERALA,25844
S11139,KOVALAM.T.N.SURESH,Bharatiya Janata Party,KOVALAM,KERALA,25380
S1182,SABU GEORGE,Independent,ERANAKULAM,KERALA,25133
S1153,DR. RENU SURESH,Bharatiya Janata Party,KONGAD,KERALA,24925
S11118,RAJI  PRASAD,Bharatiya Janata Party,KUNNATHUR,KERALA,24841
S1173,DR. VARGHESE GEORGE,Twenty 20 Party,KODUNGALLUR,KERALA,23933
S11136,VIVEK GOPAN,Bharatiya Janata Party,ARUVIKKARA,KERALA,23760
S1123,PRAFUL KRISHNAN,Bharatiya Janata Party,QUILANDY,KERALA,23545
S1142,PREMKUMAR (PREMAN MASTER),Bharatiya Janata Party,VALLIKUNNU,KERALA,23283
S11109,K. AJIMON,Bharatiya Janata Party,MAVELIKKARA,KERALA,23200
S1113,O NIDHEESH,Bharatiya Janata Party,THALASSERY,KERALA,22754
S1174,JIBI PATHICKAL,Twenty 20 Party,PERUMBAVOOR,KERALA,22497
S1114,ADV. SHIJILAL,Bharatiya Janata Party,KUTHUPARAMBA,KERALA,22195
S11140,CHENKAL RAJASEKHARAN,Bharatiya Janata Party,NEYYATTINKARA,KERALA,21858
S1183,AKHIL RAJ (AKHIL MARAR),Twenty 20 Party,THRIKKAKARA,KERALA,21424
S111,K R JAYANANDA,Communist Party of India (Marxist),MANJESHWAR,KERALA,21212
S1157,SURESHBABU M,Bharatiya Janata Party,TARUR,KERALA,21162
S11122,R.S. ARUNRAJ,Bharatiya Janata Party,CHADAYAMANGALAM,KERALA,20971
S11119,R. RESMI,Bharatiya Janata Party,KOTTARAKKARA,KERALA,20664
S1178,VALSALA PRASANNAKUMAR,Bharatiya Janata Party,PARAVUR,KERALA,20377
S11102,ADV. P.S. JYOTHIS,Bharath Dharma Jana Sena,AROOR,KERALA,20334
S1195,K AJITH,Bharatiya Janata Party,VAIKOM,KERALA,20297
S1166,BIJOY THOMAS,Bharatiya Janata Party,OLLUR,KERALA,19737
S1169,ATHULLIAGHOSH VETTIYATTIL,Bharath Dharma Jana Sena,KAIPAMANGALAM,KERALA,19688
S1117,P SHYAMRAJ,Bharatiya Janata Party,MANANTHAVADY,KERALA,19681
S1119,PRASANTH MALAVAYAL,Bharatiya Janata Party,KALPETTA,KERALA,19175
S1182,P.R. SIVASANKAR,Bharatiya Janata Party,ERANAKULAM,KERALA,19154
S11123,DR. ROBIN RADHAKRISHNAN,Bharatiya Janata Party,KUNDARA,KERALA,18996
S1176,M.A.BRAHMARAJ,Bharatiya Janata Party,ALUVA,KERALA,18732
S1112,K. RANJITH,Bharatiya Janata Party,DHARMADAM,KERALA,18555
S11124,DR. PRATHAP KUMAR N,Bharatiya Janata Party,KOLLAM,KERALA,18537
S1159,A.N.ANURAG,Bharath Dharma Jana Sena,NEMMARA,KERALA,18107
S11103,ADV. T.P. ANANTHARAJ,Bharath Dharma Jana Sena,CHERTHALA,KERALA,17997
S11112,THOMAS K SAMUEL (BLESSON),Twenty 20 Party,RANNI,KERALA,17993
S1115,BIJU ELAKKUZHI,Bharatiya Janata Party,MATTANNUR,KERALA,17815
S1125,C.P. SATHEESH,Bharatiya Janata Party,BALUSSERI,KERALA,17669
S1110,K. K. VINODKUMAR,Bharatiya Janata Party,AZHIKODE,KERALA,17476
S1160,K V  PRASANNAKUMAR,Bharatiya Janata Party,ALATHUR,KERALA,17347
S1162,K R RAJIN,Bharath Dharma Jana Sena,KUNNAMKULAM,KERALA,17104
S11108,THAMPI METTUTHARA,Bharath Dharma Jana Sena,KAYAMKULAM,KERALA,16973
S11106,SANTHOSH SANTHI,Bharath Dharma Jana Sena,KUTTANAD,KERALA,16932
S11105,ARUN ANIRUDHAN,Bharatiya Janata Party,AMBALAPPUZHA,KERALA,16348
S1111,C. RAGHUNATH,Bharatiya Janata Party,KANNUR,KERALA,16144
S118,N HARIDAS,Bharatiya Janata Party,TALIPARAMBA,KERALA,16089
S1147,RAVI THELATH,Bharatiya Janata Party,THAVANUR,KERALA,16039
S1172,ADV. CHARLYPAUL,Twenty 20 Party,CHALAKUDY,KERALA,16030
S11121,ADV. REGHUNADH KAMUKUMCHERY,Twenty 20 Party,PUNALUR,KERALA,15393
S11104,M.J JOB,Bharatiya Janata Party,ALAPPUZHA,KERALA,15373
S1150,ADV. P. MANOJ,Bharatiya Janata Party,PATTAMBI,KERALA,15282
S11114,SUNDARESAN T P,Bharath Dharma Jana Sena,KONNI,KERALA,15278
S1149,V UNNIKRISHNAN MASTER,Bharatiya Janata Party,THRITHALA,KERALA,15051
S1188,S.RAJENDRAN,Bharatiya Janata Party,DEVIKULAM,KERALA,15032
S1185,JIBI ABRAHAM,Twenty 20 Party,PIRAVOM,KERALA,14861
S1199,B RADHAKRISHNA MENON,Bharatiya Janata Party,CHANGANASSERY,KERALA,14803
S1158,PRANESH RAJENDRAN,Bharatiya Janata Party,CHITTUR,KERALA,14697
S1120,ADV. K DILEEP,Bharatiya Janata Party,VADAKARA,KERALA,14295
S1177,BINU,Bharath Dharma Jana Sena,KALAMASSERY,KERALA,14130
S1133,P. SUBRAHMANNIAN,Bharatiya Janata Party,KONDOTTY,KERALA,13994
S1144,DEEPA PUZHAKKAL,Bharatiya Janata Party,TANUR,KERALA,13642
S1179,ANITHA THOMAS,Twenty 20 Party,VYPEN,KERALA,13637
S1137,PADMASREE AJITH,Bharatiya Janata Party,MANJERI,KERALA,13423
S117,SANIL.A.V,Bharatiya Janata Party,KALLIASSERI,KERALA,13110
S1124,M. MOHANAN MASTER,Bharatiya Janata Party,PERAMBRA,KERALA,13042
S1196,ATHIRA D NAIR,Twenty 20 Party,ETTUMANOOR,KERALA,12975
S1190,ADV. ROY VARICATTU,Twenty 20 Party,THODUPUZHA,KERALA,12679
S1135,GIRISH MEKKATTU,Bharath Dharma Jana Sena,NILAMBUR,KERALA,12660
S1194,SURESH ETTIKUNNEL,Bharath Dharma Jana Sena,KADUTHURUTHY,KERALA,12228
S11131,VENU,Bharath Dharma Jana Sena,VAMANAPURAM,KERALA,12093
S1121,RAMADAS MANALERI,Bharatiya Janata Party,KUTTIADI,KERALA,12035
S1180,ADV. XAVIER JULAPPAN,Twenty 20 Party,KOCHI,KERALA,11854
S1198,RAVEENDRANATH  VAKATHANAM,Bharatiya Janata Party,PUTHUPPALLY,KERALA,11544
S1122,C.P. VIPIN CHANDRAN,Bharatiya Janata Party,NADAPURAM,KERALA,11506
S1143,RIJU C RAGHAV,Bharatiya Janata Party,TIRURANGADI,KERALA,11497
S11117,K.R.RAJESH,Bharatiya Janata Party,CHAVARA,KERALA,11012
S1154,ISSAC VARGHESE,Bharath Dharma Jana Sena,MANNARKKAD,KERALA,10671
S1146,SUBRAMANNIAN C,Bharath Dharma Jana Sena,KOTTAKKAL,KERALA,10558
S11125,SAJEE D ANAND,Bharath Dharma Jana Sena,ERAVIPURAM,KERALA,10469
S1148,MANEESH JANAKEEYAM,Bharath Dharma Jana Sena,PONNANI,KERALA,10210
S1189,ADV. SANGEETHA VISWANADHAN,Bharath Dharma Jana Sena,UDUMBANCHOLA,KERALA,10157
S1139,LEJOY MASH,Bharatiya Janata Party,MANKADA,KERALA,9933
S1175,PROMY KURIAKOSE,Twenty 20 Party,ANGAMALY,KERALA,9893
S1186,SUNNY KADOOTHAZHE,Twenty 20 Party,MUVATTUPUZHA,KERALA,9840
S1131,GIRI PAMBANAL,Bharath Dharma Jana Sena,KODUVALLY,KERALA,9832
S1197,P ANILKUMAR,Bharath Dharma Jana Sena,KOTTAYAM,KERALA,9726
S119,SREENATH PADMANABHAN,Twenty 20 Party,IRIKKUR,KERALA,9617
S1191,ADV. PRATHEESH PRABHA,Bharath Dharma Jana Sena,IDUKKI,KERALA,9410
S1192,RATHEESH VARAKUMALA,Bharatiya Janata Party,PEERUMADE,KERALA,9218
S1140,ASWATHI GUPTHAKUMAR,Bharatiya Janata Party,MALAPPURAM,KERALA,9127
S1134,ADV.N.SREEPRAKASH,Bharatiya Janata Party,ERNAD,KERALA,8728
S1145,K.NARAYANAN MASTER,Bharatiya Janata Party,TIRUR,KERALA,8634
S116,A. P. GANGADHARAN,Bharatiya Janata Party,PAYYANNUR,KERALA,8432
S1116,PAILY VATHIYATTU,Bharath Dharma Jana Sena,PERAVOOR,KERALA,8020
S115,RAVI KULANGARA,Twenty 20 Party,TRIKARIPUR,KERALA,7837
S1132,SUNNY THOMAS,Twenty 20 Party,THIRUVAMBADI,KERALA,7380
S1138,ADV. K.P BABURAJ,Bharatiya Janata Party,PERINTHALMANNA,KERALA,7240
S1187,AJI NARAYANAN,Bharath Dharma Jana Sena,KOTHAMANGALAM,KERALA,7046
S11120,ANIL PILLAI,Twenty 20 Party,PATHANAPURAM,KERALA,7031
S1158,MURUGADAS. P.  S/O PAZHANIAPPA MUDALIYAAR,Independent,CHITTUR,KERALA,6984
S1141,JAYAKRISHNAN. V.N,Bharatiya Janata Party,VENGARA,KERALA,6126
S1136,KUMARADAS,Independent,WANDOOR,KERALA,6018
S1140,ADV.SADIK NADUTHODI,Social Democratic Party Of India,MALAPPURAM,KERALA,5124
S1146,ADV. ABDUL MAJEED,Social Democratic Party Of India,KOTTAKKAL,KERALA,4557
S1142,MUHAMED MUSTHAFA PAMANGADAN,Independent,VALLIKUNNU,KERALA,3698
S1137,NOTA,None of the Above,MANJERI,KERALA,3319
S114,VIJAYAKUMAR B,Bahujan Samaj Party,KANHANGAD,KERALA,3132
S1135,NOTA,None of the Above,NILAMBUR,KERALA,2672
S1143,HAMEED V,Social Democratic Party Of India,TIRURANGADI,KERALA,2650
S1190,ADV. BASIL JOHN,Aam Aadmi Party,THODUPUZHA,KERALA,2603
S1150,S. P. AMEER ALI,Social Democratic Party Of India,PATTAMBI,KERALA,2582
S1190,AJAY V MARAR (AJAY UNNI),Independent,THODUPUZHA,KERALA,2580
S1134,CHEMMALA YOOSUF ALI,Social Democratic Party Of India,ERNAD,KERALA,2530
S1120,SHAMSEER CHOMBALA,Social Democratic Party Of India,VADAKARA,KERALA,2477
S1133,ABDUL KHADAR BICHAVA,Social Democratic Party Of India,KONDOTTY,KERALA,2231
S1137,ADV. P.P.A. SAGEER,Aam Aadmi Party,MANJERI,KERALA,2222
S1115,BASHEER PUNNAD,Social Democratic Party Of India,MATTANNUR,KERALA,2171
S1130,RAHIM S/O MUHAMMED KOYA,Independent,KUNNAMANGALAM,KERALA,2110
S1140,ABOOBACKER BACKER KUNDUPUZHAKKAL,Aam Aadmi Party,MALAPPURAM,KERALA,2060
S1147,ABDUL JALEEL S/O KADHEEJA,Social Democratic Party Of India,THAVANUR,KERALA,2021
S1148,ANWAR PAZHANJI,Social Democratic Party Of India,PONNANI,KERALA,1971
S1135,JAISAL MALIYEKKAL,Aam Aadmi Party,NILAMBUR,KERALA,1942
S118,NOTA,None of the Above,TALIPARAMBA,KERALA,1798
S1118,PRAKRITHI N V,Aam Aadmi Party,SULTHANBATHERY,KERALA,1781
S1149,SHAHEER CHALIPRAM,Social Democratic Party Of India,THRITHALA,KERALA,1746
S1137,BIPIN BENSON JOSEPH,Independent,MANJERI,KERALA,1698
S1136,NOTA,None of the Above,WANDOOR,KERALA,1674
S11122,SHARAFATH MALLAM,Social Democratic Party Of India,CHADAYAMANGALAM,KERALA,1674
S1190,AFSAL M B,Social Democratic Party Of India,THODUPUZHA,KERALA,1626
S1163,K. V. ABDUL NASAR,Social Democratic Party Of India,GURUVAYOOR,KERALA,1610
S1177,AJMAL K MUJEEB,Social Democratic Party Of India,KALAMASSERY,KERALA,1578
S1142,ABDUL AZEEZ KADALUNDI,Aam Aadmi Party,VALLIKUNNU,KERALA,1575
S1174,ELDHO GEORGE,Independent,PERUMBAVOOR,KERALA,1562
S11121,NEDUMONCAVU GOPALAKRISHNAN,Equality Party of India,PUNALUR,KERALA,1538
S1155,NOTA,None of the Above,MALAMPUZHA,KERALA,1506
S1168,NOTA,None of the Above,NATTIKA,KERALA,1454
S1113,A C JALALUDDHEEN,Social Democratic Party Of India,THALASSERY,KERALA,1444
S1118,NOTA,None of the Above,SULTHANBATHERY,KERALA,1442
S11121,JOSE SARANATH,Bahujan Samaj Party,PUNALUR,KERALA,1425
S1140,NOTA,None of the Above,MALAPPURAM,KERALA,1379
S1183,NOTA,None of the Above,THRIKKAKARA,KERALA,1353
S1194,JIJITH K JOY,Bahujan Samaj Party,KADUTHURUTHY,KERALA,1324
S1177,NOTA,None of the Above,KALAMASSERY,KERALA,1319
S1139,NOTA,None of the Above,MANKADA,KERALA,1315
S1158,NOTA,None of the Above,CHITTUR,KERALA,1298
S1146,NOTA,None of the Above,KOTTAKKAL,KERALA,1293
S11117,NOTA,None of the Above,CHAVARA,KERALA,1289
S11121,NOTA,None of the Above,PUNALUR,KERALA,1281
S117,K.K. ABDUL JABBAR,Social Democratic Party Of India,KALLIASSERI,KERALA,1281
S11128,NOTA,None of the Above,ATTINGAL,KERALA,1272
S1136,ANILKUMAR S/O KUTTAN,Independent,WANDOOR,KERALA,1267
S1151,ABOOBACKER,Social Democratic Party Of India,SHORNUR,KERALA,1263
S1142,NOTA,None of the Above,VALLIKUNNU,KERALA,1261
S1159,NOTA,None of the Above,NEMMARA,KERALA,1241
S1161,NOTA,None of the Above,CHELAKKARA,KERALA,1232
S1171,NOTA,None of the Above,PUDUKKAD,KERALA,1231
S11116,LATHEEF,Social Democratic Party Of India,KARUNAGAPPALLY,KERALA,1227
S1161,VINODKUMAR,Social Democratic Party Of India,CHELAKKARA,KERALA,1204
S1197,DR .CELINE PHILIP,Aam Aadmi Party,KOTTAYAM,KERALA,1202
S118,KOYYAM JANARDHANAN,Independent,TALIPARAMBA,KERALA,1202
S116,NOTA,None of the Above,PAYYANNUR,KERALA,1193
S11130,BATHERUTHEEN A (ZIAD KANDALA),Social Democratic Party Of India,NEDUMANGAD,KERALA,1191
S1165,NOTA,None of the Above,WADAKKANCHERY,KERALA,1184
S11102,NOTA,None of the Above,AROOR,KERALA,1174
S1176,NOTA,None of the Above,ALUVA,KERALA,1172
S1141,NOTA,None of the Above,VENGARA,KERALA,1171
S1181,NOTA,None of the Above,THRIPUNITHURA,KERALA,1171
S119,P V JOSEPH PARIKKAPPALLIL,Aam Aadmi Party,IRIKKUR,KERALA,1151
S1141,ABDUL RAFEEQ CHEMBAN,Independent,VENGARA,KERALA,1145
S1119,NOTA,None of the Above,KALPETTA,KERALA,1137
S1152,NOTA,None of the Above,OTTAPPALAM,KERALA,1135
S1162,NOTA,None of the Above,KUNNAMKULAM,KERALA,1115
S1153,NOTA,None of the Above,KONGAD,KERALA,1109
S1185,NOTA,None of the Above,PIRAVOM,KERALA,1105
S118,ANAPPALLI GOPALAN,Aam Aadmi Party,TALIPARAMBA,KERALA,1083
S1182,NOTA,None of the Above,ERANAKULAM,KERALA,1079
S1160,NOTA,None of the Above,ALATHUR,KERALA,1071
S1152,SASI P.K S/O KRISHNANKUTTY,Independent,OTTAPPALAM,KERALA,1062
S114,NOTA,None of the Above,KANHANGAD,KERALA,1058
S1142,MUHAMMED ASLAM V P,Independent,VALLIKUNNU,KERALA,1058
S1130,NOTA,None of the Above,KUNNAMANGALAM,KERALA,1044
S1167,NOTA,None of the Above,THRISSUR,KERALA,1043
S11129,NOTA,None of the Above,CHIRAYINKEEZHU,KERALA,1042
S1162,RAJEEV K S,Aam Aadmi Party,KUNNAMKULAM,KERALA,1035
S1164,JILEEF (DILEEF ABDUL KHADAR),Social Democratic Party Of India,MANALUR,KERALA,1031
S1152,K.P RAJEESH,Bahujan Samaj Party,OTTAPPALAM,KERALA,1025
S11103,NOTA,None of the Above,CHERTHALA,KERALA,1021
S11105,JOHNSON MATHEW,Socialist Unity Centre Of India (COMMUNIST),AMBALAPPUZHA,KERALA,1020
S11128,JAYARAJAN M,Social Democratic Party Of India,ATTINGAL,KERALA,1019
S1117,NOTA,None of the Above,MANANTHAVADY,KERALA,1018
S1157,NOTA,None of the Above,TARUR,KERALA,1014
S1185,ELDHO ABRAHAM THALIYACHIRA,Aam Aadmi Party,PIRAVOM,KERALA,1004
S11111,RAMESH CHATHENKARY,Bahujan Samaj Party,THIRUVALLA,KERALA,999
S1134,NOTA,None of the Above,ERNAD,KERALA,985
S1133,NOTA,None of the Above,KONDOTTY,KERALA,982
S11132,NOTA,None of the Above,KAZHAKOOTTAM,KERALA,981
S11105,NOTA,None of the Above,AMBALAPPUZHA,KERALA,980
S11130,NOTA,None of the Above,NEDUMANGAD,KERALA,979
S1191,SHIJO ANTONY,Bahujan Samaj Party,IDUKKI,KERALA,977
S11139,NOTA,None of the Above,KOVALAM,KERALA,976
S1154,NOTA,None of the Above,MANNARKKAD,KERALA,958
S1184,NOTA,None of the Above,KUNNATHUNAD,KERALA,952
S11127,RAJU S KOTTARAKONAM,Bahujan Samaj Party,VARKALA,KERALA,949
S1151,NOTA,None of the Above,SHORNUR,KERALA,947
S1154,ASHITHA NAJEEB,Social Democratic Party Of India,MANNARKKAD,KERALA,939
S1178,NOTA,None of the Above,PARAVUR,KERALA,935
S1172,NOTA,None of the Above,CHALAKUDY,KERALA,932
S1180,NOTA,None of the Above,KOCHI,KERALA,926
S1170,THANKAMANY THARAYIL,Bahujan Samaj Party,IRINJALAKUDA,KERALA,921
S11125,NOTA,None of the Above,ERAVIPURAM,KERALA,912
S11134,NOTA,None of the Above,THIRUVANANTHAPURAM,KERALA,909
S11128,S. SUJITHRA,Bahujan Samaj Party,ATTINGAL,KERALA,905
S1194,NOTA,None of the Above,KADUTHURUTHY,KERALA,898
S117,NOTA,None of the Above,KALLIASSERI,KERALA,893
S112,SHANAVAS A A,Independent,KASARAGOD,KERALA,893
S1199,USHA JOHNSON,Bahujan Samaj Party,CHANGANASSERY,KERALA,883
S11122,NOTA,None of the Above,CHADAYAMANGALAM,KERALA,881
S1190,NOTA,None of the Above,THODUPUZHA,KERALA,876
S1143,NOTA,None of the Above,TIRURANGADI,KERALA,873
S1119,RAFEEK C A,Aam Aadmi Party,KALPETTA,KERALA,867
S1157,NARAYANANKUTTY  K T,Bahujan Samaj Party,TARUR,KERALA,866
S1170,NOTA,None of the Above,IRINJALAKUDA,KERALA,863
S1171,JAYAKRISHNAN P N,Aam Aadmi Party,PUDUKKAD,KERALA,863
S1166,NOTA,None of the Above,OLLUR,KERALA,862
S1153,GURUVAYOORAPPAN P E,Bahujan Samaj Party,KONGAD,KERALA,859
S1174,NOTA,None of the Above,PERUMBAVOOR,KERALA,845
S1143,MOOSA JARATHINGAL,Aam Aadmi Party,TIRURANGADI,KERALA,843
S1156,NOTA,None of the Above,PALAKKAD,KERALA,841
S1128,NOTA,None of the Above,KOZHIKODE SOUTH,KERALA,838
S1178,V.M.FAISAL,Social Democratic Party Of India,PARAVUR,KERALA,828
S11118,NOTA,None of the Above,KUNNATHUR,KERALA,828
S112,MOHAMMED ALI FATHAH B M,Independent,KASARAGOD,KERALA,824
S1112,NOTA,None of the Above,DHARMADAM,KERALA,813
S11131,NOTA,None of the Above,VAMANAPURAM,KERALA,812
S1132,SUNNY V JOSEPH,Aam Aadmi Party,THIRUVAMBADI,KERALA,812
S11114,NOTA,None of the Above,KONNI,KERALA,805
S1180,ANEESH MATTANCHERRY,Social Democratic Party Of India,KOCHI,KERALA,803
S1147,NOTA,None of the Above,THAVANUR,KERALA,802
S1119,N HAMZA,Social Democratic Party Of India,KALPETTA,KERALA,801
S119,NOTA,None of the Above,IRIKKUR,KERALA,797
S11104,NOTA,None of the Above,ALAPPUZHA,KERALA,795
S1159,ANVAR SADIK,Social Democratic Party Of India,NEMMARA,KERALA,793
S1192,NOTA,None of the Above,PEERUMADE,KERALA,791
S11100,NOTA,None of the Above,KANJIRAPPALLY,KERALA,788
S11115,NOTA,None of the Above,ADOOR,KERALA,783
S1182,MOSES HENRY MOTHA,Aam Aadmi Party,ERANAKULAM,KERALA,783
S1179,NOTA,None of the Above,VYPEN,KERALA,781
S11136,NOTA,None of the Above,ARUVIKKARA,KERALA,775
S1115,NOTA,None of the Above,MATTANNUR,KERALA,771
S11134,SURESH KUMAR,Independent,THIRUVANANTHAPURAM,KERALA,769
S1148,NOTA,None of the Above,PONNANI,KERALA,762
S11138,NOTA,None of the Above,KATTAKKADA,KERALA,762
S1191,NOTA,None of the Above,IDUKKI,KERALA,758
S1173,NOTA,None of the Above,KODUNGALLUR,KERALA,744
S11129,R. SASI,Bahujan Samaj Party,CHIRAYINKEEZHU,KERALA,743
S1195,NOTA,None of the Above,VAIKOM,KERALA,737
S118,T K GOVINDAN S/O KUNHIRAMAN,Independent,TALIPARAMBA,KERALA,735
S11131,VIPINLAL V A,Bahujan Samaj Party,VAMANAPURAM,KERALA,734
S1126,NOTA,None of the Above,ELATHUR,KERALA,729
S1113,NOTA,None of the Above,THALASSERY,KERALA,728
S11126,NOTA,None of the Above,CHATHANNOOR,KERALA,728
S1126,V.K.SASEENDRAN S/O RAMAKRISHNAN,Independent,ELATHUR,KERALA,726
S11123,RIYAS KANNANALLOOR,Independent,KUNDARA,KERALA,722
S11140,NOTA,None of the Above,NEYYATTINKARA,KERALA,720
S11124,NOTA,None of the Above,KOLLAM,KERALA,715
S112,NOTA,None of the Above,KASARAGOD,KERALA,714
S11106,NOTA,None of the Above,KUTTANAD,KERALA,713
S1140,ABDUL GAFOOR MASTER O.P.K,Independent,MALAPPURAM,KERALA,712
S1197,NOTA,None of the Above,KOTTAYAM,KERALA,711
S115,NOTA,None of the Above,TRIKARIPUR,KERALA,710
S1111,NOTA,None of the Above,KANNUR,KERALA,705
S1187,ROY ARACKAL,Social Democratic Party Of India,KOTHAMANGALAM,KERALA,703
S1189,P.K. SAJEEVAN,Bahujan Samaj Party,UDUMBANCHOLA,KERALA,702
S11108,NOTA,None of the Above,KAYAMKULAM,KERALA,696
S11100,THAMPI KAVUMPADAM,Bahujan Samaj Party,KANJIRAPPALLY,KERALA,696
S11123,NOTA,None of the Above,KUNDARA,KERALA,695
S1126,P.K.SASEENDRAN S/O SABUDASAN,Nationalist Congress Party,ELATHUR,KERALA,692
S1169,NOTA,None of the Above,KAIPAMANGALAM,KERALA,690
S11106,ROY MUTTAR,Aam Aadmi Party,KUTTANAD,KERALA,689
S11136,SANTHOSH KUMAR. S,Bahujan Samaj Party,ARUVIKKARA,KERALA,687
S1189,NOTA,None of the Above,UDUMBANCHOLA,KERALA,686
S1186,NOTA,None of the Above,MUVATTUPUZHA,KERALA,683
S11139,MANOJ.S.P,Aam Aadmi Party,KOVALAM,KERALA,677
S1164,NOTA,None of the Above,MANALUR,KERALA,676
S1146,PREETHI KP,Independent,KOTTAKKAL,KERALA,674
S1114,JAYANTHI,Independent,KUTHUPARAMBA,KERALA,671
S1161,SUBRAMANIAN K V,Aam Aadmi Party,CHELAKKARA,KERALA,669
S1127,NOTA,None of the Above,KOZHIKODE NORTH,KERALA,667
S1188,NOTA,None of the Above,DEVIKULAM,KERALA,667
S1175,NOTA,None of the Above,ANGAMALY,KERALA,666
S1138,NOTA,None of the Above,PERINTHALMANNA,KERALA,664
S1172,M S ASOKAN MANGALAPPILLY,Bahujan Samaj Party,CHALAKUDY,KERALA,663
S1139,MOHAMMED KUNNATH S/O MOIDEEN,Independent,MANKADA,KERALA,663
S1198,PAUL P CHACKO (SHAJI KADAYIL),Bahujan Samaj Party,PUTHUPPALLY,KERALA,663
S1163,NOTA,None of the Above,GURUVAYOOR,KERALA,658
S1174,ADV. PRASANTH,Bahujan Samaj Party,PERUMBAVOOR,KERALA,657
S11106,P.K. SASI,Socialist Unity Centre Of India (COMMUNIST),KUTTANAD,KERALA,656
S1169,JAYAN ERATT,Aam Aadmi Party,KAIPAMANGALAM,KERALA,653
S11127,NOTA,None of the Above,VARKALA,KERALA,652
S1160,M T CHANDRAN,Bahujan Samaj Party,ALATHUR,KERALA,651
S11110,NOTA,None of the Above,CHENGANNUR,KERALA,638
S11137,NOTA,None of the Above,PARASSALA,KERALA,632
S11120,VIPIN KANIKONATHU,Bahujan Samaj Party,PATHANAPURAM,KERALA,629
S1194,DOMINIC SIMON,Aam Aadmi Party,KADUTHURUTHY,KERALA,628
S11126,ARUN CHATHANNOOR,Aam Aadmi Party,CHATHANNOOR,KERALA,627
S1187,NOTA,None of the Above,KOTHAMANGALAM,KERALA,617
S11129,ANOOP ALAPPURAMKUNNU,Democratic Human Rights Movement Party,CHIRAYINKEEZHU,KERALA,617
S11113,NOTA,None of the Above,ARANMULA,KERALA,615
S1198,NOTA,None of the Above,PUTHUPPALLY,KERALA,613
S11120,NOTA,None of the Above,PATHANAPURAM,KERALA,613
S11119,NOTA,None of the Above,KOTTARAKKARA,KERALA,611
S1186,BABU MATHEW,Social Democratic Party Of India,MUVATTUPUZHA,KERALA,609
S1145,NOTA,None of the Above,TIRUR,KERALA,608
S1183,JOSE GEORGE,Aam Aadmi Party,THRIKKAKARA,KERALA,605
S11135,NOTA,None of the Above,NEMOM,KERALA,604
S11101,SHINY A C,Bahujan Samaj Party,POONJAR,KERALA,603
S11133,NOTA,None of the Above,VATTIYOORKAVU,KERALA,600
S1196,NOTA,None of the Above,ETTUMANOOR,KERALA,598
S11125,FIROZ  S  R,Independent,ERAVIPURAM,KERALA,597
S1166,PRINSON AVINISSERY,Aam Aadmi Party,OLLUR,KERALA,594
S1144,NOTA,None of the Above,TANUR,KERALA,589
S1160,B FEBIN S/O BALAN K.C.,Independent,ALATHUR,KERALA,585
S1193,NOTA,None of the Above,PALA,KERALA,583
S1129,NOTA,None of the Above,BEYPORE,KERALA,583
S1170,DR. SHAJU KAVUNGAL,Aam Aadmi Party,IRINJALAKUDA,KERALA,579
S11115,SIVAKUMAR C S,Bahujan Samaj Party,ADOOR,KERALA,576
S1110,NOTA,None of the Above,AZHIKODE,KERALA,576
S11123,LATHIKA BALAKRISHNAN,Bahujan Samaj Party,KUNDARA,KERALA,572
S1130,ABDU RASAK S/O MUHAMMED,Independent,KUNNAMANGALAM,KERALA,567
S11109,NOTA,None of the Above,MAVELIKKARA,KERALA,565
S1199,ALTHAF HASSAN,Social Democratic Party Of India,CHANGANASSERY,KERALA,564
S11121,K. MAHESH,Socialist Unity Centre Of India (COMMUNIST),PUNALUR,KERALA,560
S1114,PRAVEEN KUMAR,Independent,KUTHUPARAMBA,KERALA,560
S11112,NOTA,None of the Above,RANNI,KERALA,557
S11134,SAMIN SATHYADAS,Aam Aadmi Party,THIRUVANANTHAPURAM,KERALA,556
S1177,SHAMSU T K,Aam Aadmi Party,KALAMASSERY,KERALA,553
S11111,THOMAS MAMMEN,Independent,THIRUVALLA,KERALA,553
S116,SANDEEP V. K.,Independent,PAYYANNUR,KERALA,552
S1183,JOSEPH ALOSIUS,Social Democratic Party Of India,THRIKKAKARA,KERALA,551
S1150,NOTA,None of the Above,PATTAMBI,KERALA,548
S11120,N P GENASH KUMAR S/O PARAMU,Independent,PATHANAPURAM,KERALA,547
S1146,MOHAMED RAFI,Independent,KOTTAKKAL,KERALA,545
S1181,UNNIKRISHNAN K N,Independent,THRIPUNITHURA,KERALA,544
S1127,DR.  ALPHONSA MATHEW TEACHER,Aam Aadmi Party,KOZHIKODE NORTH,KERALA,542
S1129,ANVER S/O MOIDEENKOYA,Independent,BEYPORE,KERALA,538
