constituency,constituency_code,runner_up_votes,winning_party,winning_votes,vote_difference
AZHIKODE,S1110,64602,Communist Party of India (Marxist),64951,349
KUTHUPARAMBA,S1114,69162,Rashtriya Janata Dal,70448,1286
GURUVAYOOR,S1163,64071,Communist Party of India (Marxist),66069,1998
PUNALUR,S11121,50415,Communist Party of India,71944,21529
