STATE,CANDIDATE,CONSTITUENCY_COUNT
HARYANA,"BIMLA CHAUDHARY",1
HARYANA,"BIR SINGH BIRU SARPANCH",1
HARYANA,"BIRBAL SINGH",1
HARYANA,BIRENDER,1
HARYANA,"BISHAMBER KUMAR",1
HARYANA,"BRIJ PAL",1
HARYANA,"BRIJENDRA SINGH",1
HARYANA,"CA DARVESH SWAMI",1
HARYANA,"CA JAGDISH DHAMIJA",1
HARYANA,"CAPT. ABHIMANYU",1
HARYANA,"CHAND KALYAN",1
HARYANA,"CHANDER BHAN CHAUHAN",1
HARYANA,"CHANDER MOHAN",1
HARYANA,"CHANDER PARKASH S/O ARJUN LAL",1
HARYANA,"CHANDER PARKASH S/O RAJA RAM",1
HARYANA,CHANDERPAL,1
HARYANA,"CHARAN SINGH",1
HARYANA,CHESTA,1
HARYANA,"CHIRANJEEV RAO",1
HARYANA,"CHITAR SINGH",1
HARYANA,"CHITRA SARWARA",1
HARYANA,"COACH JASVIR SINGH AHLAWAT",1
HARYANA,"COMRADE BALWAN SINGH",1
HARYANA,"COMRADE OM PARKASH",1
HARYANA,"COMRADE PAL SINGH",1
HARYANA,"COMRADE RAJ KUMAR",1
HARYANA,"COMRADE RAMESH KHATKAR",1
HARYANA,"COMRADE RAMKUMAR NIMOTH",1
HARYANA,"COMRADE SATYAVIR SINGH",1
HARYANA,"DALBIR SINGH",1
HARYANA,"DALIP SINGH",1
HARYANA,"DALJEET SINGH",1
HARYANA,"DANA RAM",1
HARYANA,"DARBARA SINGH",1
HARYANA,"DARSHAN LAL",1
HARYANA,"DAYA KRISHAN",1
HARYANA,"DAYA WATI",1
HARYANA,DAYANAND,1
HARYANA,DAYARAM,1
HARYANA,"DEEPAK DAGAR",1
HARYANA,"DEEPAK HOODA",1
HARYANA,"DEEPAK KUMAR",1
HARYANA,"DEEPAK MALIK",1
HARYANA,"DEEPAK SINGH",1
HARYANA,"DEVENDER CHATAR BHUJ ATTRI",1
HARYANA,"DEVENDER HANS",1
HARYANA,"DEVENDER KADYAN",1
HARYANA,"DEVENDER KAUSHIK",1
HARYANA,"DEVENDER KUMAR ALIAS NITU MOR",1
HARYANA,"DEVENDER SHEORAN",1
HARYANA,"DEVENDER SINGH",1
HARYANA,"DEVENDER SINGH BABLI",1
HARYANA,"DEVINDER GAUTAM",1
HARYANA,"DHAN RAJ SINGH",1
HARYANA,"DHANESH ADLAKHA",1
HARYANA,"DHARAM PAL",1
HARYANA,"DHARAM PAL TANWAR",1
HARYANA,"DHARAM SINGH CHHOKER",1
HARYANA,"DHARAM VIR",1
HARYANA,DHARAMBIR,1
HARYANA,"DHARAMBIR FOJI",1
HARYANA,"DHARAMBIR SINGH",1
HARYANA,DHARAMPAL,1
HARYANA,"DHARAMPAL SHERE GILL",1
HARYANA,"DHARAMPAL TIGRA",1
HARYANA,"DHARAMVIR SAROWA",1
HARYANA,DHARMENDER,1
HARYANA,"DHARMENDER SINGH",1
HARYANA,"DHARMENDRA KHATANA",1
HARYANA,"DHARMENDRA TEWATIA",1
HARYANA,"DHARMESH SOOD RINKU",1
HARYANA,"DHEERAJ KUMAR",1
HARYANA,"DIGVIJAY SINGH CHAUTALA",1
HARYANA,"DILBAG BHANA",1
HARYANA,"DILBAG SANDIL",1
HARYANA,"DILBAG SINGH",1
HARYANA,"DILBAG SINGH KRANTIKARI",1
HARYANA,"DILOUR MEHRA",1
HARYANA,"DINESH KAUSHIK",1
HARYANA,"DINESH KAUSHIK",1
HARYANA,"DINESH KUMAR",1
HARYANA,"DINESH KUMAR",1
HARYANA,"DINESH KUMAR SAINI",1
HARYANA,DIPTI,1
HARYANA,"DIWAN CHAND KAMBOJ",1
HARYANA,"DR KRISHAN LAL MIDDHA",1
HARYANA,"DR KSHITIJ CHOUDHARY",1
HARYANA,"DR RAVINDER DHEEN",1
HARYANA,"DR. ABHE SINGH YADAV",1
HARYANA,"DR. BHUP SINGH YADAV",1
HARYANA,"DR. BISHAN LAL SAINI",1
HARYANA,"DR. KAMAL GUPTA",1
HARYANA,"DR. KAMLESH KUMAR SAINI",1
HARYANA,"DR. KRISHAN KUMAR",1
HARYANA,"DR. LEKHRAM MEHRA",1
HARYANA,"DR. M.L. RANGA",1
HARYANA,"DR. MAHESH CHAND GAUR",1
HARYANA,"DR. MANISH YADAV",1
HARYANA,"DR. NISHANT ANAND",1
HARYANA,"DR. NITESH CHOPRA (HONEY)",1
HARYANA,"DR. PARVEEN KHARKHODA",1
HARYANA,"DR. PAWAN KUMAR SHARMA",1
HARYANA,"DR. PAWAN SAINI",1
HARYANA,"DR. SUKHWINDER KAUR",1
HARYANA,"DURA RAM",1
HARYANA,"DUSHYANT CHAUTALA",1
HARYANA,"DYAL SINGH",1
HARYANA,"ENGINEER SURESH KUMAR",1
HARYANA,"FOUJI SURESH KUMAR",1
HARYANA,"GAGAN DEEP JALANDHRA",1
HARYANA,"GANGARAM SWAMI",1
HARYANA,"GAURAV BAKHSHI",1
HARYANA,"GAURAV BHATI",1
HARYANA,"GAURAV GAUTAM",1
HARYANA,"GAUTAM SARDANA",1
HARYANA,"GEETA BALA",1
HARYANA,"GEETA BHUKKAL",1
HARYANA,"GEHAL SINGH SANDHU",1
HARYANA,"GHANSHYAM DASS",1
HARYANA,"GHANSHYAM SARAF",1
HARYANA,"GIAN CHAND GUPTA",1
HARYANA,"GIRIRAJ JATOLA",1
HARYANA,GIRRAJ,1
HARYANA,"GIRRAJ SHARMA",1
HARYANA,"GOKUL SETIA",1
HARYANA,"GOPAL DUTT",1
HARYANA,"GOPAL KANDA",1
HARYANA,"GOPAL SINGH",1
HARYANA,"GOPAL SUKHOMAJRI",1
HARYANA,"GOTTAM SAHARAN",1
HARYANA,"GOWARDHAN SINGH",1
HARYANA,"GUDDI LANGYAN",1
HARYANA,"GULJARI LAL",1
HARYANA,GURDASS,1
HARYANA,"GURDEV SINGH",1
HARYANA,"GURINDER SINGH HABRI",1
HARYANA,"GURJANT SINGH",1
HARYANA,GURMAIL,1
HARYANA,"GURMAIL SINGH",1
HARYANA,GURMEET,1
HARYANA,"GURNAM SINGH",1
HARYANA,"GURPAL SINGH",1
HARYANA,"GURTEJ SINGH",1
HARYANA,"GURTEJ SINGH",1
HARYANA,"GURVINDER SINGH",1
HARYANA,"HAJI KARAMAT ALI",1
HARYANA,"HARBILAS SINGH",1
HARYANA,"HARDEEP SINGH",1
HARYANA,"HARINDER SINGH",1
HARYANA,"HARIOM YADAV KOSLIA",1
HARYANA,"HARIPAL PAHALWAN",1
HARYANA,"HARISH VERMA",1
HARYANA,"HARIT KUMAR",1
HARYANA,"HARJEET SINGH",1
HARYANA,"HARKESH KUMAR",1
HARYANA,"HARPAL SINGH",1
HARYANA,"HARPINDER SINGH",1
HARYANA,"HARSH CHHIKARA",1
HARYANA,"HARVINDER KALYAN",1
HARYANA,"HAVELI RAM",1
HARYANA,"HAWA SINGH",1
HARYANA,"HAWA SINGH",1
HARYANA,"HAWA SINGH KHOBRA",1
HARYANA,HEMANT,1
HARYANA,"HIMANSHU SHARMA",1
HARYANA,"HISAM SINGH BHUKKAL",1
HARYANA,"INDER SINGH",1
HARYANA,"INDERJEET SUHAG",1
HARYANA,INDU,1
HARYANA,"INDURAJ SINGH NARWAL",1
HARYANA,"INTZAR ALI",1
HARYANA,"ISHWAR KHATKAR FOUJI",1
HARYANA,"ISHWAR SINGH RATHEE",1
HARYANA,"JAAN MOHAMMAD",1
HARYANA,"JAGAT SINGH",1
HARYANA,"JAGBIR SINGH MALIK",1
HARYANA,"JAGDISH YADAV",1
HARYANA,"JAGMOHAN ANAND",1
HARYANA,"JAI BHAGWAN ANTIL",1
HARYANA,"JAI BHAGWAN SHARMA (DD)",1
HARYANA,"JAI PAL",1
HARYANA,"JAI PARKASH",1
HARYANA,"JAI PARKASH DALAL",1
HARYANA,"JAI PARKASH SHARMA",1
HARYANA,"JAI PRAKASH",1
HARYANA,JAIBIR,1
HARYANA,"JAIBIR ALIAS JAI VIR",1
HARYANA,"JAIBIR S/O CHANDER BHAN",1
HARYANA,JAIDEEP,1
HARYANA,"JAIKANWAR ALIAS BITTU PAHALWAN",1
HARYANA,"JAIPAL PUNIA",1
HARYANA,"JAIPAL SHARMA",1
HARYANA,"JAIVEER SINGH",1
HARYANA,"JAIVEER SINGH",1
HARYANA,"JAIVEER SINGH RANGA",1
HARYANA,"JALKARAN BALHARA",1
HARYANA,"JARNAIL SINGH",1
HARYANA,"JASBIR DESWAL",1
HARYANA,"JASBIR SINGH",1
HARYANA,"JASDEV SINGH",1
HARYANA,"JASSI JASBIR S/O BANI SINGH",1
HARYANA,"JASSI PETWAR",1
HARYANA,"JASWINDER GOLU",1
HARYANA,"JAVED AHMED",1
HARYANA,"JAWAHAR LAL",1
HARYANA,"JAWAHAR LAL",1
HARYANA,"JETENDER ROYAL",1
HARYANA,"JITENDER BALHARA",1
HARYANA,"JITENDER SINGH SHEORAIN",1
HARYANA,"JITENDER SINGH URF DHOLA",1
HARYANA,"JOGA SINGH UMRI",1
HARYANA,JOGENDER,1
HARYANA,"JOGENDER FOUJI",1
HARYANA,"JOGI SUNIL",1
HARYANA,JOGIENDER,1
HARYANA,"JOGINDER RAM",1
HARYANA,"JOGINDER SINGH",1
HARYANA,"KALYAN SINGH",1
HARYANA,KAMAL,1
HARYANA,"KAMAL BALI",1
HARYANA,"KAMAL BISLA",1
HARYANA,"KAMLESH DHANDA",1
HARYANA,"KANCHAN SHARMA",1
HARYANA,"KANTA AALLDIA",1
HARYANA,"KANWAR PAL",1
HARYANA,"KANWAR SINGH",1
HARYANA,KAPIL,1
HARYANA,"KAPOOR SINGH",1
HARYANA,"KAPOOR SINGH NARWAL",1
HARYANA,"KAPTAN BIRDHANA",1
HARYANA,"KARAM SINGH",1
HARYANA,KARAMBIR,1
HARYANA,"KARAMBIR YADAV",1
HARYANA,KARAMJEET,1
HARYANA,"KARAN SINGH DALAL",1
HARYANA,"KARTAR SINGH",1
HARYANA,"KARTAR SINGH THEKEDAR",1
HARYANA,"KASHMIRI LAL GROVER",1
HARYANA,"KASHYAP RAM CHANDER",1
HARYANA,"KAUSHAL TATARPUR",1
HARYANA,"KAVITA RANI",1
HARYANA,"KAVITA SHARMA",1
HARYANA,"KEHAR SINGH",1
HARYANA,"KETAN SHARMA",1
HARYANA,"KHEM CHAND",1
HARYANA,"KISHAN SINGH NEGI",1
HARYANA,KITABA,1
HARYANA,KRISHAN,1
HARYANA,KRISHAN,1
HARYANA,KRISHAN,1
HARYANA,"KRISHAN BAJAJ",1
HARYANA,"KRISHAN GANGWA PARJAPATI",1
HARYANA,"KRISHAN KUMAR",1
HARYANA,"KRISHAN KUMAR",1
HARYANA,"KRISHAN LAL PANWAR",1
HARYANA,"KRISHAN MAJRA",1
HARYANA,"KRISHAN SINGH ALIAS MANNU KASHYAP",1
HARYANA,"KRISHNA GAHLAWAT",1
HARYANA,"KULDEEP KUMAR",1
HARYANA,"KULDEEP MALIK",1
HARYANA,"KULDEEP SINGH",1
HARYANA,"KULDEEP SINGH CHHIKARA",1
HARYANA,"KULDEEP SINGH GADRANA",1
HARYANA,"KULDEEP SINGH MANDHAN",1
HARYANA,"KULDEEP VATS",1
HARYANA,"KULDIP SHARMA",1
HARYANA,"KULVEER SHAANT INSAN",1
HARYANA,"KULWANT RAM BAZIGAR",1
HARYANA,"KUMUDNI RAKESH DAULTABAD",1
HARYANA,"KUNAL KARAN SINGH",1
HARYANA,"LAKHAN KUMAR SINGLA",1
HARYANA,"LAL CHAND SHARMA",1
HARYANA,"LALIT KUMAR",1
HARYANA,"LALIT KUMAR TYAGI",1
HARYANA,"LALIT NAGAR S/O LATE BHARAT SINGH NAGAR",1
HARYANA,"LALIT NAGAR S/O VIJAY PAL",1
HARYANA,"LALIT WALIA",1
HARYANA,"LAVINDER SINGH",1
HARYANA,"LAXMAN SINGH YADAV",1
HARYANA,"LEELA RAM",1
HARYANA,"LUCKY BALMIKI",1
HARYANA,"M P SHARMA",1
HARYANA,"M. GAJE SINGH ADVOCATE",1
HARYANA,"MADAN LAL",1
HARYANA,"MAHABIR BOHRA",1
HARYANA,"MAHABIR PRASAD",1
HARYANA,"MAHABIR SINGH",1
HARYANA,"MAHAVIR GUPTA",1
HARYANA,"MAHENDER BAGRI",1
HARYANA,"MAHENDER JEVALI",1
HARYANA,"MAHENDER SINGH",1
HARYANA,"MAHENDER SUNDANA",1
HARYANA,"MAHINDER DAHIYA",1
HARYANA,"MAHIPAL DHANDA",1
HARYANA,"MALKIT SINGH BHANOKHERI",1
HARYANA,"MAMMAN KHAN",1
HARYANA,"MAMTA SOLANKI",1
HARYANA,"MAN SINGH BAPDA",1
HARYANA,"MANDEEP CHATHA",1
HARYANA,"MANDEEP KUMAR",1
HARYANA,"MANDEEP TOPRA",1
HARYANA,"MANGA RAM",1
HARYANA,"MANGAT RAM",1
HARYANA,"MANI RAM",1
HARYANA,MANIRAM,1
HARYANA,MANISH,1
HARYANA,"MANISH ARORA",1
HARYANA,"MANISH KUMAR GROVER",1
HARYANA,"MANISHA MOKHRA",1
HARYANA,"MANISHA SANGWAN",1
HARYANA,MANJEET,1
HARYANA,MANJEET,1
HARYANA,"MANJEET FARMANA",1
HARYANA,MANJU,1
HARYANA,"MANJU CHOUDHARY",1
HARYANA,"MANJU DHANAK",1
HARYANA,"MANMOHAN BHADANA",1
HARYANA,MANOHAR,1
HARYANA,"MANOJ CHOUDHARY",1
HARYANA,"MANOJ DUREJA",1
HARYANA,"MANOJ KOSLIA",1
HARYANA,"MANOJ KUMAR",1
HARYANA,"MANOJ KUMAR",1
HARYANA,"MARATHA VIRENDER VERMA",1
HARYANA,"MASTER AJIT ARYA",1
HARYANA,"MASTER KULDEEP REDHU",1
HARYANA,"MASTER SATBIR RATERA",1
HARYANA,"MAYANK GIDRA",1
HARYANA,"MAYUR NANDA",1
HARYANA,MEHAR,1
HARYANA,"MEWA SINGH",1
HARYANA,"MOHAMMAD HABIB",1
HARYANA,"MOHAMMAD ILYAS",1
HARYANA,"MOHD AIZAZ KHAN",1
HARYANA,"MOHD ISRAIL",1
HARYANA,"MOHD. HASHIM",1
HARYANA,"MOHIT GROVER",1
HARYANA,"MOKI DEVI",1
HARYANA,"MONU LOHAN",1
HARYANA,"MOOL CHAND SHARMA",1
HARYANA,MUKESH,1
HARYANA,MUKESH,1
HARYANA,"MUKESH SHARMA",1
HARYANA,"MUKESH SHARMA",1
HARYANA,"MUKESH TAPSI",1
HARYANA,"MUKHTYAR SINGH BAZIGAR",1
HARYANA,"MUMTAJ AHMED",1
HARYANA,"NAGENDER BHADANA",1
HARYANA,"NANAK SINGH",1
HARYANA,"NAND KISHOR CHAWLA",1
HARYANA,"NAR SINGH",1
HARYANA,"NAR SINGH",1
HARYANA,"NARENDER KHANNA",1
HARYANA,"NARENDER NATH SHARMA",1
HARYANA,"NARENDER PAL SINGH BAGHEL",1
HARYANA,"NARENDER SHARMA",1
HARYANA,"NARENDER SINGH FAUJI",1
HARYANA,"NARENDER SIWACH TINU",1
HARYANA,NARESH,1
HARYANA,"NARESH BAGRI",1
HARYANA,"NARESH KUMAR",1
HARYANA,"NARESH KUMAR BATRA",1
HARYANA,"NARESH KUMAR PHARAL",1
HARYANA,"NARESH SELWAL",1
HARYANA,"NASEEB SONU",1
HARYANA,"NASEEM AHMED",1
HARYANA,"NATASHA SOOD",1
HARYANA,"NAVAL SINGH",1
HARYANA,"NAVDEEP SINGH  RAMAN",1
HARYANA,"NAVEEN BIDLA",1
HARYANA,"NAVEEN GOYAL",1
HARYANA,"NAVEEN KUMAR",1
HARYANA,"NAVEEN KUMAR",1
HARYANA,"NAVEEN ROHILA",1
HARYANA,"NAVEEN YOGI",1
HARYANA,NAVIN,1
HARYANA,"NAYAB HUSSAIN",1
HARYANA,"NAYAB SINGH",1
HARYANA,"NAYANPAL RAWAT",1
HARYANA,NEERAJ,1
HARYANA,"NEERAJ SHARMA",1
HARYANA,"NEERAJ SOUROT",1
HARYANA,"NEERU BALA SAINI",1
HARYANA,NEETU,1
HARYANA,"NIKHIL KUMAR",1
HARYANA,"NIKHIL MADAAN",1
HARYANA,"NIRMAL SINGH MOHRA",1
HARYANA,"NIRMALJEET KAUR",1
HARYANA,"NISHA DESWAL",1
HARYANA,"OM PARKASH",1
HARYANA,"OM PARKASH",1
HARYANA,"OM PARKASH GUJJAR",1
HARYANA,"OM PRAKASH",1
HARYANA,"OM PRAKASH VERMA",1
HARYANA,"OM PRAKASH YADAV",1
HARYANA,"OM SINGH",1
HARYANA,"OMDUTT YADAV",1
HARYANA,"OMPRAKASH DHANKAR",1
HARYANA,"ONKAR SINGH",1
HARYANA,"PANCH LAL PRASAD",1
HARYANA,"PANKAJ TAYAL",1
HARYANA,"PARAMVIR SINGH",1
HARYANA,PARDEEP,1
HARYANA,PARDEEP,1
HARYANA,"PARDEEP CHAUDHARY",1
HARYANA,"PARDEEP JATAULI",1
HARYANA,"PARDEEP KASHYAP UPLI",1
HARYANA,"PARDEEP SINGH SANGWAN",1
HARYANA,"PARDUMAN JOSHILA",1
HARYANA,"PARMOD BASWANA",1
HARYANA,"PARMOD CHUHARMAJRA",1
HARYANA,"PARMOD DAHIYA",1
HARYANA,"PARMOD KUMAR VIJ",1
HARYANA,"PARUL NAGPAL UDAIPURIA",1
HARYANA,PARVEEN,1
HARYANA,"PARVEEN KUMAR",1
HARYANA,"PARVINDER PAL PARI",1
HARYANA,"PARVINDER SINGH",1
HARYANA,"PATASHO DEVI",1
HARYANA,"PAWAN FAUJI",1
HARYANA,"PAWAN FOUJI",1
HARYANA,"PAWAN KHARKHODA",1
HARYANA,"PAWAN KUMAR",1
HARYANA,"PAWAN KUMAR BHORA",1
HARYANA,"PAWAN SANATANI",1
HARYANA,"PAWAN SHERPURA",1
HARYANA,"PEARL CHOUDHARY",1
HARYANA,PERMOD,1
HARYANA,"PINKI KUNDU",1
HARYANA,POOJA,1
HARYANA,"POOJA NAGRA",1
HARYANA,POONAM,1
HARYANA,"POONAM NIGANA",1
HARYANA,"POONAM RANI",1
HARYANA,"PRADEEP KUMAR",1
HARYANA,"PRADEEP NARWAL",1
HARYANA,"PRADEEP SINGH",1
HARYANA,"PRAKASH BHARTI",1
HARYANA,"PRASHANT SUNNY YADAV",1
HARYANA,"PRASHANT YADAV",1
HARYANA,"PRATEEK RAJKUMAR SHARMA",1
HARYANA,"PRAVESH MEHTA",1
HARYANA,PREM,1
HARYANA,"PREM CHAND",1
HARYANA,"PREM CHAND GAUR",1
HARYANA,"PREM GARG",1
HARYANA,"PREM PRADHAN",1
HARYANA,"PRITAM KHOKAR",1
HARYANA,"PRITAM KOLEKHAN",1
HARYANA,"PRITAM SINGH",1
HARYANA,"PRIYA ASIJA",1
HARYANA,"PROF. CHHATTAR PAL SINGH",1
HARYANA,"PUNDIT SUBHASH CHANDRA DUBEY GORAKHPURI",1
HARYANA,"PUSHKAR RAJ GUPTA",1
HARYANA,"PUSHPA DEVI",1
HARYANA,"RABIA KIDWAI",1
HARYANA,"RADHA AHLAWAT",1
HARYANA,"RADHEY SHYAM",1
HARYANA,"RAGHUBIR TEWATIA",1
HARYANA,"RAGHUNATH TANWAR KASHYAP",1
HARYANA,"RAGHUVIR SINGH KADIAN",1
HARYANA,"RAHISH KHAN",1
HARYANA,RAHUL,1
HARYANA,"RAHUL KIRORIWAL",1
HARYANA,"RAHUL MAKKAR",1
HARYANA,"RAJ KAUR GILL",1
HARYANA,"RAJ KUMAR",1
HARYANA,"RAJ KUMAR",1
HARYANA,"RAJ NARAYAN",1
HARYANA,RAJAL,1
HARYANA,"RAJAT SHARMA ISMAILABAD",1
HARYANA,RAJBEER,1
HARYANA,"RAJBIR FARTIA",1
HARYANA,"RAJBIR S/O BEGRAJ",1
HARYANA,"RAJBIR S/O BHARAT SINGH",1
HARYANA,"RAJBIR S/O MOOLA RAM",1
HARYANA,"RAJDEEP SINGH",1
HARYANA,"RAJEETA SINGH",1
HARYANA,RAJEEV,1
HARYANA,RAJENDER,1
HARYANA,"RAJENDER CHOUDHARY URF KAKA",1
HARYANA,"RAJENDER KUMAR",1
HARYANA,"RAJENDER SINGH",1
HARYANA,"RAJENDER SINGH",1
HARYANA,"RAJENDRA SINGH RAWAT",1
HARYANA,RAJESH,1
HARYANA,RAJESH,1
HARYANA,"RAJESH BHARDWAJ",1
HARYANA,"RAJESH JOON",1
HARYANA,"RAJESH KANIPLA",1
HARYANA,"RAJESH KUMAR S/O CHATTAR SINGH",1
HARYANA,"RAJESH KUMAR S/O RAMDIYA",1
HARYANA,"RAJESH NAGAR",1
HARYANA,"RAJESH SAROHA",1
