STATE,PARTY,SEATS_PARTICIPATED,SEATS_WON,SUCCESS_RATIO
HARYANA,Independent,87,3,3.4483
HARYANA,"Indian National Lok Dal",51,2,3.9216
HARYANA,"Indian National Congress",89,37,41.5730
HARYANA,"Bharatiya Janata Party",89,48,53.9326
